name,predators
Notoscopelus kroyeri,"['Coryphaenoides rupestris', 'Reinhardtius hippoglossoides']"
Notoscopelus resplendens,"['Lagenodelphis hosei', 'Stenella attenuata', 'Stenella longirostris']"
Notothenia coriiceps,['Phalacrocorax atriceps']
Notothenia cyanobrancha,['Diomedea melanophrys']
Notothenia rossii,['Diomedea melanophrys']
Nototheniops larseni,"['Parachaenichthys georgianus', 'Muraenolepis microps', 'Notothenia rossii', 'Patagonotothen brevicauda', 'Trematomus hansoni', 'Arctocephalus gazella', 'Chaenocephalus aceratus', 'Pseudochaenichthys georgianus', 'Champsocephalus gunnari']"
Notropis atherinoides,"['Lota lota', 'Stizostedion vitreum', 'Salvelinus namaycush', 'Sander vitreus']"
Notropis buchanani,['Pylodictis olivaris']
Notropis hudsonius,"['Acanthocyclops vernalis', 'Diacyclops thomasi', 'Esox lucius', 'Stizostedion vitreum', 'Oncorhynchus kisutch', 'Oncorhynchus mykiss', 'Oncorhynchus tshawytscha', 'Salmo trutta trutta', 'Salvelinus namaycush', 'Sander vitreus', 'Pomatomus saltator']"
Notropis stramineus,['Pylodictis olivaris']
Noturus flavus,['Pylodictis olivaris']
Noturus nocturnus,['Pylodictis olivaris']
Nuchequula blochii,['Saurida tumbil']
Nuchequula nuchalis,['Euthynnus affinis']
Oblada melanura,['Oblada melanura']
Occella dodecaedron,['Megalocottus platycephalus']
Ocyurus chrysurus,"['Caranx bartholomaei', 'Scomberomorus cavalla', 'Epinephelus striatus', 'Sphyraena barracuda']"
Odaxothrissa mento,['Cynothrissa mento']
Odontesthes argentinensis,['Pontoporia blainvillei']
Odontesthes regia,"['Pinguipes chilensis', 'Hemilutjanus macrophthalmos']"
Odontobutis obscura,['Siniperca chuatsi']
Odontomacrurus murrayi,['Beryx decadactylus']
Odontoscion dentex,['Mycteroperca tigris']
Omosudis lowii,"['Alepisaurus ferox', 'Thunnus alalunga', 'Thunnus albacares', 'Thunnus obesus']"
Ompok pabda,['Channa punctata']
Oncorhynchus clarkii,"['Phoca vitulina', 'unidentified squawfish', 'Oncorhynchus clarki', 'Oncorhynchus kisutch', 'Oncorhynchus mykiss']"
Oncorhynchus gorbuscha,"['Oncorhynchus mykiss', 'Alepisaurus ferox', 'Lamna ditropis', 'Anotopterus nikparini', 'Balaenoptera acutorostrata', 'Cottus aleuticus', 'Cottus asper', 'Unidentified squawfish.', 'unidentified mergansers', 'Megalocottus platycephalus', 'unidentified', 'Osmerus mordax dentex', 'Platichthys stellatus', 'Oncorhynchus clarki', 'Oncorhynchus kisutch', 'Oncorhynchus mykiss', 'Salvelinus leucomaenis leucomaenis', 'Salvelinus malma malma', 'unidentified', 'unidentified']"
Oncorhynchus keta,"['Anotopterus pharao', 'unidentified', 'unidentified', 'unidentified', 'unidentified', 'unidentified', 'unidentified', 'unidentified', 'Larus crassirostris', 'Larus schistisagus', 'Cottus aleuticus', 'Cottus asper', 'Tribolodon hakonensis', 'unidentified squawfish', 'Platichthys stellatus', 'Oncorhynchus clarki', 'Oncorhynchus kisutch', 'Oncorhynchus mykiss', 'Salvelinus malma malma', 'unidentified', 'unidentified']"
Oncorhynchus kisutch,"['Orcinus orca', 'Prosopium williamsoni', 'Balaenoptera acutorostrata', 'unidentified squawfish', 'Phoca vitulina', 'Hippoglossus stenolepis', 'Oncorhynchus clarki', 'Oncorhynchus mykiss', 'Salvelinus malma', 'unidentified sculpin']"
Oncorhynchus masou,['Anotopterus pharao']
Oncorhynchus mykiss,"['Ichthyomyzon castaneus', 'Petromyzon marinus', 'Micropterus salmoides', 'Ptychocheilus grandis', 'Ptychocheilus oregonensis', 'Phoca vitulina', 'Dolomedes sp.']"
Oncorhynchus nerka,"['Coregonus clupeaformis', 'Salvelinus alpinus', 'Salvelinus malma malma', 'Phoca vitulina', 'Salvelinus alpinus', 'Anotopterus pharao', 'unidentified squawfish', 'Oncorhynchus clarki', 'Oncorhynchus kisutch', 'Oncorhynchus mykiss', 'Salvelinus malma malma']"
Oncorhynchus tshawytscha,"['Micropterus salmoides', 'Ptychocheilus oregonensis', 'Somniosus pacificus', 'Morone saxatilis', 'Sander vitreus', 'Phoca vitulina', 'Megalocottus platycephalus', 'Oncorhynchus clarki', 'Oncorhynchus mykiss', 'Salvelinus malma malma', 'Oncorhynchus kisutch']"
Ophichthus cruentifer,"['Carcharhinus plumbeus', 'Pomatomus saltatrix', 'Raja garmani', 'Menticirrhus saxatilis', 'Scophthalmus aquosus', 'Centropristis striata', 'Mustelus canis']"
Ophidion barbatum,['Uranoscopus scaber']
Ophioblennius atlanticus,"['Aulostomus maculatus', 'Caranx ruber', 'Mycteroperca tigris', 'Serranus atricauda', 'Epinephelus marginatus']"
Ophiodon elongatus,"['Sebastes caurinus', 'Phoca vitulina']"
Ophisurus serpens,['Epinephelus marginatus']
Ophthalmotilapia nasuta,['Plecodus straeleni']
Ophthalmotilapia ventralis,['Plecodus straeleni']
Opisthonema libertate,['Tetrapturus audax']
Opisthonema oglinum,"['Scomberomorus brasiliensis', 'Arius felis', 'Arius melanopus', 'Lutjanus jocu', 'Scomberomorus cavalla', 'Scomberomorus regalis', 'Carcharhinus porosus']"
Opistognathus lonchurus,"['Anous stolidus', 'Sterna fuscata']"
Oplegnathus robinsoni,['Carcharhinus limbatus']
Opsanus beta,['Sphyraena barracuda']
Opsanus phobetron,['Negaprion brevirostris']
Opsanus tau,['Carcharhinus leucas']
Opua nephodes,['Sphyrna lewini']
Oreochromis aureus,['Cichlasoma managuense']
Oreochromis esculentus,['Bagrus docmak']
Oreochromis leucostictus,['Micropterus salmoides']
Oreochromis macrochir,"['Crocodylus niloticus', 'Hydrocynus vittatus', 'Serranochromis thumbergi']"
Oreochromis mortimeri,['Hydrocynus vittatus']
Oreochromis mossambicus,"['Ardea cinerea', 'Ardea goliath', 'Egretta garzetta', 'Pelecanus onocrotalus', 'Phalocrocorax carbo', 'Haliaeetus vocifer', 'Pandion haliaetus', 'Megaceryle maxima', 'Milvus migrans aegyptius', 'Ardea purpurea', 'Egretta alba', 'Micropterus salmoides', 'Centropomus', 'Clarias gariepinus', 'Crocodylus niloticus', 'Elops hawaiensis', 'Elops machnata', 'Ceryle rudis', 'Hydroprogne tschegrava', 'Megalops cyprinoides', 'Tarpon', 'Pelecanus conspicillatus', 'Pelecanus erythrorhynchos', 'Phalacrocorax africanus', 'Argyrosomus hololepidotus', 'Cynoscion', 'Promicrops', 'Mystus montanus', 'Larus cirrocephalus', 'Podiceps dominicus', 'Podilymbus podiceps', 'Carcharhinus limbatus']"
Oreochromis niloticus,"['Cichla ocellaris', 'Clarias gariepinus', 'Elops hawaiensis', 'Haliaeetus vocifer', 'Darter', 'Clarias', 'Crocodylus niloticus', 'Lates niloticus', 'Pelecanus onocrotalus', 'Anhinga rufa', 'Ardeola ralloides', 'Casmerodius albus', 'Bagrus', 'Pelecanus rufescens']"
Oreochromis shiranus,"['unidentified', 'Cuncuma vocifera', 'Crocodylus niloticus', 'gulls', 'terns', 'Anonyx capensis', 'cormorants', 'Varanus niloticus']"
Oreochromis variabilis,['Bagrus docmak']
Orthopristis chrysoptera,"['Antennarius ocellatus', 'Rhizoprionodon terraenovae', 'Cynoscion nebulosus', 'Cynoscion regalis']"
Oryzias curvinotus,['Dolomedes saganus']
Osmerus dentex,"['Dasyatis say', 'Salvelinus leucomaenis leucomaenis', 'Megalocottus platycephalus', 'Platichthys stellatus', 'Salvelinus malma malma']"
Osmerus eperlanus,"['Anguilla anguilla', 'Lota lota', 'Gymnocephalus cernuus', 'Perca fluviatilis', 'Sander lucioperca', 'Phoca groenlandica', 'Salmo trutta trutta', 'Pelecus cultratus', 'Esox lucius']"
Osmerus mordax,"['Salvelinus fontinalis', 'unidentified gulls', 'crows', 'Morone americana', 'Morone saxatilis', 'Perca flavescens', 'Stizostedion vitreum', 'Oncorhynchus kisutch', 'Oncorhynchus mykiss', 'Oncorhynchus tshawytscha', 'Salmo trutta trutta', 'Salvelinus namaycush', 'Morus bassanus', 'Lota lota', 'Sander vitreus']"
Ostorhinchus doederleini,['Synodus englemani']
Ostorhinchus fasciatus,['Platycephalus indicus']
Ostorhinchus novemfasciatus,"['Cheilinus trilobatus', 'Halichoeres trimaculatus', 'Thalassoma quinquevittaum', 'Saurida gracilis']"
Otolithoides pama,['Anguilla bengalensis bengalensis']
Oxycheilinus digramma,['Plectropomus leopardus']
Oxyeleotris lineolata,['Acrochordus arafurae']
Oxyjulis californica,['Zalophus californianus']
Oxyporhamphus micropterus,"['Stenella attenuata', 'Tetrapturus albidus', 'Thunnus albacares', 'Makaira mazara']"
Oxyurichthys lonchotus,['Sphyrna lewini']
Oxyurichthys tentacularis,['Platycephalus indicus']
Pachymetopon aeneum,['Triakis megalopterus']
Pachymetopon grande,['Carcharhinus limbatus']
Pachypanchax arnoulti,['Glossogobius giuris']
Pachypanchax patriciae,"['Paratilapia polleni', 'Glossogobius giuris']"
Pagellus acarne,"['Conger conger', 'Epinephelus marginatus', 'Sphyraena viridensis', 'Synodus saurus', 'Galeorhinus galeus', 'Seriola dumerili']"
Pagellus bogaraveo,"['Beryx splendens', 'Seriola rivoliana', 'Conger conger', 'Coryphaena hippurus', 'Raja clavata', 'Galeorhinus galeus']"
Pagellus erythrinus,['Seriola dumerili']
Pagellus natalensis,"['Carcharhinus brachyurus', 'Carcharhinus limbatus', 'Carcharhinus obscurus', 'Arctocephalus pusillus pusillus', 'Triakis megalopterus']"
Pagetopsis macropterus,['Dissostichus mawsoni']
Pagothenia borchgrevinki,"['Gymnodraco acuticeps', 'Dissostichus mawsoni']"
Pagrus pagrus,"['Seriola dumerili', 'Delphinus delphis', 'Galeorhinus galeus']"
Pandaka pygmaea,"['dolphins', 'Diving birds', 'Greater fish`', 'Jellyfish', 'seals', 'cuttlefish']"
Parablennius incognitus,['Serranus atricauda']
Parablennius laticlavius,['Zeus faber']
Parablennius ruber,['Serranus atricauda']
Parablennius tentacularis,['Scorpaena porcus']
Paracallionymus costatus,"['Merluccius capensis', 'Merluccius paradoxus', 'Bassanago albescens', 'Cynoglossus zanzibarensis', 'Gonorhynchus gonorhynchus', 'Caelorinchus fasciatus', 'Malacocephalus laevis', 'Bathyraja smithii', 'Cruriraja parcomaculata', 'Raja alba', 'Raja clavata', 'Raja leopardus', 'Raja pullopunctata', 'Raja wallacei', 'Helicolenus dactylopterus', 'Pterogymnus laniarius', 'Squalus acanthias', 'Squalus megalops', 'Chelidonichthys capensis', 'Chelidonichthys queketti']"
Parachaenichthys georgianus,"['Parachaenichthys georgianus', 'Chaenocephalus aceratus', 'Pseudochaenichthys georgianus', 'Pygoscelis papua', 'Muraenolepis microps', 'Notothenia rossii', 'Patagonotothen brevicauda', 'Trematomus hansoni']"
Parachanna obscura,['Clarias agboyiensis']
Paracirrhites arcatus,['Cephalopholis argus']
Paracyprichromis brieni,['Lepidiolamprologus mimicus']
Paradiplospinus gracilis,"['Alepisaurus ferox', 'Diomedea melanophris', 'Arctocephalus tropicalis']"
Parailia pellucida,"['Hydrocynus brevis', 'Hydrocynus forskahlii', 'Schilbe sp.']"
Parajulis poecilepterus,['Fistularia commersonii']
Paralabrax humeralis,['Merluccius gayi peruanus']
Paralabrax maculatofasciatus,['Arius platypogon']
Paralepis coregonoides,"['Sebastes mentella', 'Anotopterus pharao', 'Thunnus thynnus']"
Paralepis elongata,"['Alepisaurus ferox', 'Thunnus albacares', 'Thunnus obesus']"
Paralichthys adspersus,['Paralabrax humeralis']
Paralichthys dentatus,"['Morone saxatilis', 'Pomatomus saltator', 'Cynoscion regalis', 'Squalus acanthias', 'Prionotus carolinus']"
Paralichthys isosceles,['Dipturus chilensis']
Paralichthys olivaceus,"['Paralichthys olivaceus', 'Okamejei kenojei']"
Paraliparis bathybius,['Lycodes frigidus']
Paraliparis devriesi,['Dissostichus mawsoni']
Paraliparis grandis,['Anoplopoma fimbria']
Paralonchurus brasiliensis,"['Cynoscion guatucupa', 'Squatina guggenheim', 'Pomatomus saltatrix']"
Paralonchurus peruanus,['Merluccius gayi peruanus']
Parambassis ranga,['Channa punctata']
Paranotothenia magellanica,"['Phalacrocorax atriceps', 'Arctocephalus tropicalis', 'Diomedea melanophrys', '\tPygoscelis papua', 'Eudyptes chrysolophus', 'Arctocephalus gazella']"
Parapercis cylindrica,['Plectropomus leopardus']
Paraplagusia bilineata,"['Gadus macrocephalus', 'Hippoglossus stenolepis']"
Parascombrops philippinensis,['Champsodon snyderi']
Parascombrops spinosus,"['Lophius gastrophysus', 'Merluccius albidus', 'Polymixia lowei', 'Pagrus pagrus']"
Parastromateus niger,"['Carcharhinus limbatus', 'Carcharhinus sorrah', 'Carcharhinus tilstoni']"
Parasudis truculenta,['Zenopsis conchifera']
Parataeniophorus gulosus,['Alepisaurus ferox']
Paraulopus nigripinnis,['Macruronus novaezelandiae']
Parazacco spilurus,['unidentified spider']
Parexocoetus brachypterus,"['Anous stolidus', 'Sterna fuscata', 'Scomberomorus cavalla']"
Parophrys vetulus,"['Leptocottus armatus', 'Zalophus californianus', 'Phoca vitulina', 'Aequorea victoria']"
Parupeneus crassilabris,['Synodus englemani']
Parupeneus cyclostomus,"['Caranx ignobilis', 'Caranx melampygus']"
Parupeneus indicus,['Fistularia commersonii']
Parupeneus insularis,"['Carangoides orthogrammus', 'Epinephelus fuscoguttatus', 'Epinephelus merra']"
Parupeneus multifasciatus,['Caranx melampygus']
Parvilux ingens,['Stenella attenuata']
Patagonotothen longipes,['Squatina guggenheim']
Patagonotothen ramsayi,"['Cottoperca gobio', 'Bathyraja brachyurops', 'Bathyraja griseocauda', 'Schroederichthys bivius', 'Squalus acanthias', 'Squatina guggenheim', 'Bathyraja albomaculata', 'Dipturus chilensis']"
Patagonotothen tessellata,['Cottoperca gobio']
Pelates quadrilineatus,['Sillago analis']
Pelecus cultratus,['Sander lucioperca']
Pellonula leonensis,"['Hydrocynus forskalii', 'Lates niloticus', 'Clarias', 'Pellonula leonensis', 'Schilbe mystus', 'Cynothrissa mento', 'Elops lacerta']"
Pelmatolapia mariae,['Mormyrops anguilloides']
Pempheris oualensis,['Epinephelus hexagonatus']
Pennahia argentata,"['Lophius litulon', 'Triakis scyllium']"
Peprilus burti,['Lobotes surinamensis']
Peprilus paru,"['Lobotes surinamensis', 'Morone saxatilis', 'Pomatomus saltator', 'Cynoscion guatucupa', 'Cynoscion regalis', 'Acanthocybium solandri', 'Sarda sarda']"
Peprilus simillimus,"['Sarda chiliensis chiliensis', 'Thunnus alalunga', 'Thunnus thynnus thynnus', 'Paralichthys californicus']"
Peprilus triacanthus,"['Carcharhinus altimus', 'Carcharhinus plumbeus', 'Carcharhinus signatus', 'Prionace glauca', 'Isurus oxyrinchus', 'Lophius americanus', 'Merluccius bilinearis', 'Morone saxatilis', 'Odontaspis taurus', 'Pomatomus saltatrix', 'Raja eglanteria', 'Cynoscion regalis', 'Acanthocybium solandri', 'Stenotomus chrysops', 'Sphyrna zygaena', 'Squatina dumeril', 'Mustelus canis', 'Xiphias gladius', 'Thunnus thynnus']"
Perca flavescens,"['Acanthocyclops vernalis', 'Diacyclops thomasi', 'Perca flavescens', 'unidentified sunfishes', 'Esox masquinongy', 'Stizostedion canadense', 'Stizostedion vitreum', 'unidentified basses', 'unidentified crappies', 'Amia calva', 'Anguilla rostrata', 'Micropterus dolomieu', 'Micropterus salmoides', 'Lota lota', 'Oncorhynchus kisutch', 'Oncorhynchus mykiss', 'Oncorhynchus tshawytscha', 'Salvelinus namaycush', 'Esox lucius', 'Sander vitreus']"
Perca fluviatilis,"['Anguilla anguilla', 'Esox lucius', 'Lota lota', 'Lutra lutra', 'Sander lucioperca', 'Salmo trutta trutta', 'Silurus glanis', 'Perca fluviatilis']"
Percarina maeotica,"['unidentified', 'Sander lucioperca', 'Pelecus cultratus']"
Percichthys trucha,['Oncorhynchus mykiss']
Percina caprodes,['Anguilla rostrata']
Percina phoxocephala,['Pylodictis olivaris']
Percophis brasiliensis,['Squatina guggenheim']
Percopsis omiscomaycus,"['Anguilla rostrata', 'Esox lucius', 'Lota lota', 'Perca flavescens', 'Stizostedion canadense', 'Stizostedion vitreum', 'Oncorhynchus tshawytscha', 'Salvelinus fontinalis', 'Salvelinus namaycush', 'Aplodinotus grunniens']"
Perissodus microlepis,['Plecodus straeleni']
Peristedion gracile,"['Thunnus alalunga', 'Thunnus albacares']"
Peristedion miniatum,['Thunnus albacares']
Peristedion orientale,['Galeus nipponensis']
Pervagor melanocephalus,['Plectropomus leopardus']
Pethia ticto,['Channa punctata']
Petrocephalus bovei,"['Bagrus docmak', 'Hepsetus odoe', 'Lates niloticus']"
Petrocephalus catostoma,['Schilbe mystus']
Petrochromis famula,['Plecodus straeleni']
Petrochromis fasciolatus,['Plecodus straeleni']
Petrochromis orthognathus,['Plecodus straeleni']
Petrochromis polyodon,['Plecodus straeleni']
Petrochromis trewavasae,['Plecodus straeleni']
Petromyzon marinus,"['Lamna nasus', 'Salmo trutta trutta', 'Xiphias gladius', 'eel', 'stickleback', 'eel', 'stickleback']"
Phaeoptyx conklini,"['Anous stolidus', 'Sterna fuscata']"
Phaeoptyx pigmentaria,['Cephalopholis cruentata']
Pharyngochromis acuticeps,['Hydrocynus vittatus']
Pharyngochromis darlingi,['Hydrocynus vittatus']
Pholis clemensi,['Hippoglossus stenolepis']
Pholis gunnellus,"['Mergus merganser', 'Pollachius virens', 'Hemitripterus americanus', 'Phoca groenlandica', 'Hippoglossus hippoglossus']"
Phosichthys argenteus,"['Micromesistius australis', 'Lepidorhynchus denticulatus', 'Macruronus novaezelandiae', 'Merluccius paradoxus', 'Allocyttus verrucosus', 'Arctocephalus tropicalis']"
Photopectoralis bindus,"['Johnius dussumieri', 'Saurida tumbil']"
Phoxinus phoxinus,"['Leuciscus cephalus', 'Esox lucius', 'Lutra lutra', 'Coregonus peled', 'Hucho hucho', 'Oncorhynchus mykiss']"
Phrynorhombus norvegicus,"['Gadus morhua', 'Halichoerus grypus']"
Phycis blennoides,"['Trachurus mediterraneus', 'Merluccius merluccius']"
Phycis chesteri,"['Lophius americanus', 'Merluccius bilinearis', 'Squalus acanthias']"
Phycis phycis,"['Trachurus mediterraneus', 'Conger conger', 'Galeorhinus galeus']"
Physiculus capensis,"['Merluccius paradoxus', 'Raja leopardus', 'Chelidonichthys capensis']"
Physiculus japonicus,"['Alcichthys alcicornis', 'Gadus macrocephalus', 'Hemitripterus villosus', 'Hexagrammos otakii', 'Physiculus japonicus', 'Macrorhamphosodes uradoi']"
Pimelodus blochii,['Paratrygon aiereba']
Pimephales notatus,"['Esox lucius', 'Esox masquinongy']"
Pimephales promelas,"['Nycticorax nycticorax', 'Ictalurus punctatus', 'Sterna hirundo', 'Colymbus auritus', 'Oncorhynchus mykiss']"
Plagiotremus goslinei,"['Synodus variegatus', 'Aphareus furca', 'Parupeneus cyclostomus']"
Platichthys flesus,"['Mergus merganser', 'Ardea cinerea', 'Esox lucius', 'Perca fluviatilis', 'Sander lucioperca', 'Phalacrocorax carbo', 'Halichoerus grypus', 'Phoca vitulina', 'Pleurobrachia pileus']"
Platichthys stellatus,"['Phoca vitulina', 'Aequorea victoria', 'Megalocottus platycephalus']"
Platycephalus indicus,"['Paralichthys olivaceus', 'Larimichthys polyactis', 'Sillago japonica']"
Platycephalus richardsoni,"['Platycephalus richardsoni', 'Zeus faber']"
Plectroglyphidodon dickii,['Gymnothorax flavimarginatus']
Plectroglyphidodon imparipennis,['Parupeneus cyclostomus']
Plectroglyphidodon leucozonus,['Plectropomus leopardus']
Pleuragramma antarctica,"['Pleuragramma antarcticum', 'Leptonychotes weddelli', 'Cygnodraco mawsoni', 'Gymnodraco acuticeps', 'Chaenodraco wilsoni', 'Catharacta maccormicki', 'Pagothenia borchgrevinki', 'Trematomus eulepidotus', 'Lobodon carcinophagus', 'unidentified', 'unidentified', 'Aptenodytes forsteri', 'Pygoscelis adeliae', 'Pleuragramma antarcticum', 'Trematomus eulepidotus', 'Trematomus scotti', 'Chionodraco hamatus', 'Cryodraco antarticus', 'Pagetopsis macropterus', 'Dissostichus mawsoni']"
Pleurogrammus monopterygius,"['Uria lomvia', 'Anoplopoma fimbria', 'Polypera simushirae', 'Gadus macrocephalus', 'Eumetopias jubatus', 'Hippoglossus stenolepis', 'Reinhardtius stomias', 'Bathyraja aleutica', 'Bathyraja maculata', 'Bathyraja parmifera', 'Oncorhyncus kisutch']"
Pleuronectes platessa,"['Conger conger', 'Myoxocephalus scorpius', 'Cyclopterus lumpus', 'Tursiops truncatus', 'Gadus morhua', 'Halichoerus grypus', 'Phoca vitulina', 'Raja clavata', 'Squalus acanthias', 'Trachinus vipera', 'Chelidonichthys gurnardus', 'Crangon crangon', 'Pleurobrachia pileus', 'Lophius piscatorius']"
