,Relationship_Between_Fish_Brain_Weights_And_Body_Weights
448,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1022&GenusName=Diodon&SpeciesName=hystrix&fc=449
449,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1752&GenusName=Diplodus&SpeciesName=annularis&fc=330
450,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2497&GenusName=Diplodus&SpeciesName=cervinus&fc=330
451,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8112&GenusName=Diplodus&SpeciesName=noct&fc=330
452,https://www.fishbase.de/physiology/BrainsDataList.php?ID=10395&GenusName=Diplomystes&SpeciesName=nahuelbutaensis&fc=128
453,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6603&GenusName=Diploprion&SpeciesName=bifasciatum&fc=289
454,https://www.fishbase.de/physiology/BrainsDataList.php?ID=13145&GenusName=Dipturus&SpeciesName=innominatus&fc=19
455,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8900&GenusName=Dipturus&SpeciesName=nidarosiensis&fc=19
456,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5704&GenusName=Dischistodus&SpeciesName=perspicillatus&fc=350
457,https://www.fishbase.de/physiology/BrainsDataList.php?ID=467&GenusName=Dissostichus&SpeciesName=eleginoides&fc=382
458,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3826&GenusName=Dormitator&SpeciesName=latifrons&fc=404
459,https://www.fishbase.de/physiology/BrainsDataList.php?ID=11773&GenusName=Doryichthys&SpeciesName=boaja&fc=258
460,https://www.fishbase.de/physiology/BrainsDataList.php?ID=11775&GenusName=Doryichthys&SpeciesName=deokhatoides&fc=258
461,https://www.fishbase.de/physiology/BrainsDataList.php?ID=11807&GenusName=Doryichthys&SpeciesName=martensii&fc=258
462,https://www.fishbase.de/physiology/BrainsDataList.php?ID=23083&GenusName=Doryrhamphus&SpeciesName=japonicus&fc=258
463,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9944&GenusName=Drombus&SpeciesName=triangularis&fc=405
464,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5972&GenusName=Dunckerocampus&SpeciesName=dactyliophorus&fc=258
465,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7723&GenusName=Dunckerocampus&SpeciesName=pessuliferus&fc=258
466,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1454&GenusName=Dussumieria&SpeciesName=elopsoides&fc=683
467,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2467&GenusName=Echeneis&SpeciesName=naucrates&fc=313
468,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5388&GenusName=Echidna&SpeciesName=nebulosa&fc=56
469,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1364&GenusName=Echiichthys&SpeciesName=vipera&fc=377
470,https://www.fishbase.de/physiology/BrainsDataList.php?ID=65&GenusName=Echiodon&SpeciesName=drummondii&fc=187
471,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8575&GenusName=Ectodus&SpeciesName=descampsii&fc=349
472,https://www.fishbase.de/physiology/BrainsDataList.php?ID=314&GenusName=Eleginus&SpeciesName=nawaga&fc=183
473,https://www.fishbase.de/physiology/BrainsDataList.php?ID=11794&GenusName=Eleotris&SpeciesName=acanthopoma&fc=404
474,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8034&GenusName=Eleotris&SpeciesName=fusca&fc=404
475,https://www.fishbase.de/physiology/BrainsDataList.php?ID=10013&GenusName=Eleotris&SpeciesName=melanosoma&fc=404
476,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15874&GenusName=Eleotris&SpeciesName=oxycephala&fc=404
477,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6335&GenusName=Eleotris&SpeciesName=sandwicensis&fc=404
478,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5656&GenusName=Ellochelon&SpeciesName=vaigiensis&fc=359
479,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6415&GenusName=Elops&SpeciesName=hawaiensis&fc=46
480,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6488&GenusName=Enchelycore&SpeciesName=bayeri&fc=56
481,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6491&GenusName=Enchelynassa&SpeciesName=canina&fc=56
482,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1874&GenusName=Enchelyopus&SpeciesName=cimbrius&fc=505
483,https://www.fishbase.de/physiology/BrainsDataList.php?ID=67&GenusName=Entelurus&SpeciesName=aequoreus&fc=258
484,https://www.fishbase.de/physiology/BrainsDataList.php?ID=22835&GenusName=Entomacrodus&SpeciesName=epalzeocheilos&fc=392
485,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6043&GenusName=Entomacrodus&SpeciesName=striatus&fc=392
486,https://www.fishbase.de/physiology/BrainsDataList.php?ID=25694&GenusName=Entomacrodus&SpeciesName=vermiculatus&fc=392
487,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5606&GenusName=Epibulus&SpeciesName=insidiator&fc=362
488,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2508&GenusName=Epigonus&SpeciesName=telescopus&fc=507
489,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6466&GenusName=Epinephelus&SpeciesName=corallicola&fc=289
490,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5349&GenusName=Epinephelus&SpeciesName=cyanopodus&fc=289
491,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5348&GenusName=Epinephelus&SpeciesName=fasciatus&fc=289
492,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6660&GenusName=Epinephelus&SpeciesName=hexagonatus&fc=289
493,https://www.fishbase.de/physiology/BrainsDataList.php?ID=16&GenusName=Epinephelus&SpeciesName=itajara&fc=289
494,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7352&GenusName=Epinephelus&SpeciesName=longispinis&fc=289
495,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5350&GenusName=Epinephelus&SpeciesName=maculatus&fc=289
496,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6439&GenusName=Epinephelus&SpeciesName=malabaricus&fc=289
497,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6471&GenusName=Epinephelus&SpeciesName=melanostigma&fc=289
498,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4923&GenusName=Epinephelus&SpeciesName=merra&fc=289
499,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6473&GenusName=Epinephelus&SpeciesName=polyphekadion&fc=289
500,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7362&GenusName=Epinephelus&SpeciesName=socialis&fc=289
501,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7366&GenusName=Epinephelus&SpeciesName=summana&fc=289
502,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4461&GenusName=Epinephelus&SpeciesName=tauvina&fc=289
503,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8712&GenusName=Eptatretus&SpeciesName=burgeri&fc=2
504,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8577&GenusName=Eretmodus&SpeciesName=cyanostictus&fc=349
505,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3830&GenusName=Erotelis&SpeciesName=smaragdus&fc=404
506,https://www.fishbase.de/physiology/BrainsDataList.php?ID=258&GenusName=Esox&SpeciesName=lucius&fc=74
507,https://www.fishbase.de/physiology/BrainsDataList.php?ID=87&GenusName=Etelis&SpeciesName=carbunculus&fc=323
508,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1391&GenusName=Etelis&SpeciesName=oculatus&fc=323
509,https://www.fishbase.de/physiology/BrainsDataList.php?ID=54017&GenusName=Etmopterus&SpeciesName=baxteri&fc=638
510,https://www.fishbase.de/physiology/BrainsDataList.php?ID=681&GenusName=Etmopterus&SpeciesName=lucifer&fc=638
511,https://www.fishbase.de/physiology/BrainsDataList.php?ID=687&GenusName=Etmopterus&SpeciesName=spinax&fc=638
512,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4681&GenusName=Etroplus&SpeciesName=suratensis&fc=349
513,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1050&GenusName=Eucinostomus&SpeciesName=gula&fc=326
514,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6644&GenusName=Euristhmus&SpeciesName=lepturus&fc=149
515,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4526&GenusName=Eurypharynx&SpeciesName=pelecanoides&fc=69
516,https://www.fishbase.de/physiology/BrainsDataList.php?ID=96&GenusName=Euthynnus&SpeciesName=affinis&fc=416
517,https://www.fishbase.de/physiology/BrainsDataList.php?ID=97&GenusName=Euthynnus&SpeciesName=alletteratus&fc=416
518,https://www.fishbase.de/physiology/BrainsDataList.php?ID=68&GenusName=Eutrigla&SpeciesName=gurnardus&fc=266
519,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7259&GenusName=Eviota&SpeciesName=albolineata&fc=405
520,https://www.fishbase.de/physiology/BrainsDataList.php?ID=25452&GenusName=Eviota&SpeciesName=guttata&fc=405
521,https://www.fishbase.de/physiology/BrainsDataList.php?ID=62210&GenusName=Eviota&SpeciesName=monostigma&fc=405
522,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7270&GenusName=Eviota&SpeciesName=prasina&fc=405
523,https://www.fishbase.de/physiology/BrainsDataList.php?ID=377&GenusName=Exyrias&SpeciesName=puntang&fc=405
524,https://www.fishbase.de/physiology/BrainsDataList.php?ID=47434&GenusName=Favonigobius&SpeciesName=lateralis&fc=405
525,https://www.fishbase.de/physiology/BrainsDataList.php?ID=17052&GenusName=Favonigobius&SpeciesName=melanobranchus&fc=405
526,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9945&GenusName=Favonigobius&SpeciesName=reichei&fc=405
527,https://www.fishbase.de/physiology/BrainsDataList.php?ID=805&GenusName=Figaro&SpeciesName=boardmani&fc=10
528,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5444&GenusName=Fistularia&SpeciesName=commersonii&fc=254
529,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3276&GenusName=Fistularia&SpeciesName=petimba&fc=254
530,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5742&GenusName=Foa&SpeciesName=brachygramma&fc=304
531,https://www.fishbase.de/physiology/BrainsDataList.php?ID=10803&GenusName=Fontitrygon&SpeciesName=garouaensis&fc=20
532,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5584&GenusName=Forcipiger&SpeciesName=flavissimus&fc=343
533,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5585&GenusName=Forcipiger&SpeciesName=longirostris&fc=343
534,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8010&GenusName=Fowleria&SpeciesName=aurita&fc=304
535,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5743&GenusName=Fowleria&SpeciesName=punctulata&fc=304
536,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1875&GenusName=Gadiculus&SpeciesName=argenteus&fc=183
537,https://www.fishbase.de/physiology/BrainsDataList.php?ID=308&GenusName=Gadus&SpeciesName=macrocephalus&fc=183
538,https://www.fishbase.de/physiology/BrainsDataList.php?ID=69&GenusName=Gadus&SpeciesName=morhua&fc=183
539,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8423&GenusName=Gaidropsarus&SpeciesName=argentatus&fc=505
540,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8425&GenusName=Gaidropsarus&SpeciesName=ensis&fc=505
541,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1740&GenusName=Gaidropsarus&SpeciesName=mediterraneus&fc=505
542,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1876&GenusName=Gaidropsarus&SpeciesName=vulgaris&fc=505
543,https://www.fishbase.de/physiology/BrainsDataList.php?ID=886&GenusName=Galeocerdo&SpeciesName=cuvier&fc=11
544,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4642&GenusName=Galeorhinus&SpeciesName=galeus&fc=488
545,https://www.fishbase.de/physiology/BrainsDataList.php?ID=807&GenusName=Galeus&SpeciesName=melastomus&fc=703
546,https://www.fishbase.de/physiology/BrainsDataList.php?ID=811&GenusName=Galeus&SpeciesName=polli&fc=703
547,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2420&GenusName=Gasterosteus&SpeciesName=aculeatus&fc=260
548,https://www.fishbase.de/physiology/BrainsDataList.php?ID=11132&GenusName=Genicanthus&SpeciesName=caudovittatus&fc=460
549,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6947&GenusName=Geotria&SpeciesName=australis&fc=679
550,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1054&GenusName=Gerres&SpeciesName=cinereus&fc=326
551,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4463&GenusName=Gerres&SpeciesName=filamentosus&fc=326
552,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5996&GenusName=Gerres&SpeciesName=oyena&fc=326
553,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3854&GenusName=Gillichthys&SpeciesName=mirabilis&fc=405
554,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2532&GenusName=Ginglymostoma&SpeciesName=cirratum&fc=493
555,https://www.fishbase.de/physiology/BrainsDataList.php?ID=61527&GenusName=Giuris&SpeciesName=margaritacea&fc=404
556,https://www.fishbase.de/physiology/BrainsDataList.php?ID=11174&GenusName=Gladiogobius&SpeciesName=ensifer&fc=405
557,https://www.fishbase.de/physiology/BrainsDataList.php?ID=14958&GenusName=Glaucosoma&SpeciesName=scapulare&fc=298
558,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12577&GenusName=Glaucostegus&SpeciesName=typus&fc=714
559,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9947&GenusName=Glossogobius&SpeciesName=callidus&fc=405
560,https://www.fishbase.de/physiology/BrainsDataList.php?ID=25074&GenusName=Glossogobius&SpeciesName=circumspectus&fc=405
561,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4833&GenusName=Glossogobius&SpeciesName=giuris&fc=405
562,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8578&GenusName=Gnathochromis&SpeciesName=permaxillaris&fc=349
563,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8579&GenusName=Gnathochromis&SpeciesName=pfefferi&fc=349
564,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1832&GenusName=Gnathodentex&SpeciesName=aureolineatus&fc=328
565,https://www.fishbase.de/physiology/BrainsDataList.php?ID=23595&GenusName=Gnatholepis&SpeciesName=anjerensis&fc=405
566,https://www.fishbase.de/physiology/BrainsDataList.php?ID=10860&GenusName=Gnathonemus&SpeciesName=echidnorhynchus&fc=40
567,https://www.fishbase.de/physiology/BrainsDataList.php?ID=10861&GenusName=Gnathonemus&SpeciesName=longibarbis&fc=40
568,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2085&GenusName=Gnathonemus&SpeciesName=petersii&fc=40
569,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4478&GenusName=Gobio&SpeciesName=gobio&fc=122
570,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3729&GenusName=Gobioclinus&SpeciesName=bucciferus&fc=482
571,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7789&GenusName=Gobiodon&SpeciesName=citrinus&fc=405
572,https://www.fishbase.de/physiology/BrainsDataList.php?ID=67178&GenusName=Gobiodon&SpeciesName=erythrospilus&fc=405
573,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9952&GenusName=Gobiodon&SpeciesName=rivulatus&fc=405
574,https://www.fishbase.de/physiology/BrainsDataList.php?ID=22754&GenusName=Gobiomorphus&SpeciesName=australis&fc=404
575,https://www.fishbase.de/physiology/BrainsDataList.php?ID=52487&GenusName=Gobiomorphus&SpeciesName=coxii&fc=404
576,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3831&GenusName=Gobiomorus&SpeciesName=dormitor&fc=404
577,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3862&GenusName=Gobionellus&SpeciesName=oceanicus&fc=405
578,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7040&GenusName=Gobionotothen&SpeciesName=acuta&fc=382
579,https://www.fishbase.de/physiology/BrainsDataList.php?ID=25241&GenusName=Gobiopsis&SpeciesName=macrostoma&fc=405
580,https://www.fishbase.de/physiology/BrainsDataList.php?ID=61314&GenusName=Gobiopsis&SpeciesName=malekulae&fc=405
581,https://www.fishbase.de/physiology/BrainsDataList.php?ID=25076&GenusName=Gobiopterus&SpeciesName=chuno&fc=405
582,https://www.fishbase.de/physiology/BrainsDataList.php?ID=27564&GenusName=Gobiopterus&SpeciesName=semivestitus&fc=405
583,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8293&GenusName=Gobiosoma&SpeciesName=paradoxum&fc=405
584,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4579&GenusName=Gobius&SpeciesName=cobitis&fc=405
585,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9201&GenusName=Gobius&SpeciesName=couchi&fc=405
586,https://www.fishbase.de/physiology/BrainsDataList.php?ID=72&GenusName=Gobius&SpeciesName=niger&fc=405
587,https://www.fishbase.de/physiology/BrainsDataList.php?ID=73&GenusName=Gobius&SpeciesName=paganellus&fc=405
588,https://www.fishbase.de/physiology/BrainsDataList.php?ID=74&GenusName=Gobiusculus&SpeciesName=flavescens&fc=405
589,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5921&GenusName=Gollum&SpeciesName=attenuatus&fc=498
590,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7744&GenusName=Gomphosus&SpeciesName=caeruleus&fc=362
591,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5626&GenusName=Gomphosus&SpeciesName=varius&fc=362
592,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5281&GenusName=Gramma&SpeciesName=loreto&fc=293
593,https://www.fishbase.de/physiology/BrainsDataList.php?ID=104&GenusName=Grammatorcynus&SpeciesName=bilineatus&fc=416
594,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8582&GenusName=Grammatotria&SpeciesName=lemairii&fc=349
595,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4925&GenusName=Grammistes&SpeciesName=sexlineatus&fc=289
596,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8584&GenusName=Greenwoodochromis&SpeciesName=christyi&fc=349
597,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8637&GenusName=Greenwoodochromis&SpeciesName=staneri&fc=349
598,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12678&GenusName=Gunnellichthys&SpeciesName=monostigma&fc=410
599,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4519&GenusName=Gymnarchus&SpeciesName=niloticus&fc=41
600,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4092&GenusName=Gymnocanthus&SpeciesName=tricuspis&fc=277
601,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1837&GenusName=Gymnocranius&SpeciesName=euanus&fc=328
602,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1834&GenusName=Gymnocranius&SpeciesName=grandoculis&fc=328
603,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1833&GenusName=Gymnocranius&SpeciesName=griseus&fc=328
604,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15783&GenusName=Gymnogobius&SpeciesName=castaneus&fc=405
605,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15867&GenusName=Gymnogobius&SpeciesName=cylindricus&fc=405
606,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15868&GenusName=Gymnogobius&SpeciesName=heptacanthus&fc=405
607,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15869&GenusName=Gymnogobius&SpeciesName=isaza&fc=405
608,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15784&GenusName=Gymnogobius&SpeciesName=macrognathos&fc=405
609,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15871&GenusName=Gymnogobius&SpeciesName=uchidai&fc=405
610,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15872&GenusName=Gymnogobius&SpeciesName=urotaenia&fc=405
611,https://www.fishbase.de/physiology/BrainsDataList.php?ID=106&GenusName=Gymnosarda&SpeciesName=unicolor&fc=416
612,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6493&GenusName=Gymnothorax&SpeciesName=buroensis&fc=56
613,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6662&GenusName=Gymnothorax&SpeciesName=eurostus&fc=56
614,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5391&GenusName=Gymnothorax&SpeciesName=favagineus&fc=56
615,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5392&GenusName=Gymnothorax&SpeciesName=flavimarginatus&fc=56
616,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7546&GenusName=Gymnothorax&SpeciesName=funebris&fc=56
617,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6497&GenusName=Gymnothorax&SpeciesName=gracilicauda&fc=56
618,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8058&GenusName=Gymnothorax&SpeciesName=griseus&fc=56
619,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6380&GenusName=Gymnothorax&SpeciesName=javanicus&fc=56
620,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5393&GenusName=Gymnothorax&SpeciesName=margaritophorus&fc=56
621,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7284&GenusName=Gymnothorax&SpeciesName=melatremus&fc=56
622,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5394&GenusName=Gymnothorax&SpeciesName=meleagris&fc=56
623,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6395&GenusName=Gymnothorax&SpeciesName=pictus&fc=56
624,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7447&GenusName=Gymnothorax&SpeciesName=pindae&fc=56
625,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5396&GenusName=Gymnothorax&SpeciesName=rueppelliae&fc=56
626,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4905&GenusName=Gymnothorax&SpeciesName=undulatus&fc=56
627,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5397&GenusName=Gymnothorax&SpeciesName=zonipectis&fc=56
628,https://www.fishbase.de/physiology/BrainsDataList.php?ID=10915&GenusName=Gymnotus&SpeciesName=carapo&fc=118
629,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15404&GenusName=Gymnura&SpeciesName=australis&fc=501
630,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1131&GenusName=Haemulon&SpeciesName=carbonarium&fc=327
631,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1135&GenusName=Haemulon&SpeciesName=flavolineatum&fc=327
632,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1140&GenusName=Haemulon&SpeciesName=plumierii&fc=327
633,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2012&GenusName=Halargyreus&SpeciesName=johnsonii&fc=180
634,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5627&GenusName=Halichoeres&SpeciesName=biocellatus&fc=362
635,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3660&GenusName=Halichoeres&SpeciesName=bivittatus&fc=362
636,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3663&GenusName=Halichoeres&SpeciesName=garnoti&fc=362
637,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12663&GenusName=Halichoeres&SpeciesName=hortulanus&fc=362
638,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3664&GenusName=Halichoeres&SpeciesName=maculipinna&fc=362
639,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5630&GenusName=Halichoeres&SpeciesName=margaritaceus&fc=362
640,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5631&GenusName=Halichoeres&SpeciesName=marginatus&fc=362
641,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4858&GenusName=Halichoeres&SpeciesName=melanurus&fc=362
642,https://www.fishbase.de/physiology/BrainsDataList.php?ID=58179&GenusName=Halichoeres&SpeciesName=nigrescens&fc=362
643,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6664&GenusName=Halichoeres&SpeciesName=ornatissimus&fc=362
644,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3666&GenusName=Halichoeres&SpeciesName=poeyi&fc=362
645,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5634&GenusName=Halichoeres&SpeciesName=trimaculatus&fc=362
646,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4423&GenusName=Halimuraena&SpeciesName=hexagonata&fc=291
647,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4428&GenusName=Haliophis&SpeciesName=guttatus&fc=291
648,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8597&GenusName=Haplotaxodon&SpeciesName=microlepis&fc=349
649,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5053&GenusName=Harriotta&SpeciesName=raleighana&fc=26
650,https://www.fishbase.de/physiology/BrainsDataList.php?ID=76&GenusName=Helicolenus&SpeciesName=dactylopterus&fc=573
651,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8598&GenusName=Hemibates&SpeciesName=stenosoma&fc=349
652,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2389&GenusName=Hemichromis&SpeciesName=bimaculatus&fc=349
653,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5897&GenusName=Hemigaleus&SpeciesName=microstoma&fc=490
654,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5635&GenusName=Hemigymnus&SpeciesName=fasciatus&fc=362
655,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5636&GenusName=Hemigymnus&SpeciesName=melapterus&fc=362
656,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5404&GenusName=Hemiramphus&SpeciesName=far&fc=475
657,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7709&GenusName=Hemiramphus&SpeciesName=lutkei&fc=475
658,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5906&GenusName=Hemiscyllium&SpeciesName=ocellatum&fc=492
659,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5586&GenusName=Hemitaurichthys&SpeciesName=polylepis&fc=343
660,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12583&GenusName=Hemitrygon&SpeciesName=fluviorum&fc=20
661,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5588&GenusName=Heniochus&SpeciesName=acuminatus&fc=343
662,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5589&GenusName=Heniochus&SpeciesName=chrysostomus&fc=343
663,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12309&GenusName=Heniochus&SpeciesName=intermedius&fc=343
664,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5590&GenusName=Heniochus&SpeciesName=monoceros&fc=343
665,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5591&GenusName=Heniochus&SpeciesName=singularius&fc=343
666,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5592&GenusName=Heniochus&SpeciesName=varius&fc=343
667,https://www.fishbase.de/physiology/BrainsDataList.php?ID=636&GenusName=Heptranchias&SpeciesName=perlo&fc=5
668,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3617&GenusName=Heros&SpeciesName=severus&fc=349
669,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8037&GenusName=Hetereleotris&SpeciesName=zonata&fc=405
670,https://www.fishbase.de/physiology/BrainsDataList.php?ID=739&GenusName=Heterodontus&SpeciesName=francisci&fc=3
671,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1150&GenusName=Heteropriacanthus&SpeciesName=cruentatus&fc=303
