,Relationship_Between_Fish_Brain_Weights_And_Body_Weights
1118,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5758&GenusName=Pristiapogon&SpeciesName=kallopterus&fc=304
1119,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5755&GenusName=Pristiapogon&SpeciesName=taeniopterus&fc=304
1120,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5748&GenusName=Pristicon&SpeciesName=trimaculatus&fc=304
1121,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7905&GenusName=Pristigenys&SpeciesName=niphonia&fc=303
1122,https://www.fishbase.de/physiology/BrainsDataList.php?ID=721&GenusName=Pristiophorus&SpeciesName=cirratus&fc=14
1123,https://www.fishbase.de/physiology/BrainsDataList.php?ID=199&GenusName=Pristipomoides&SpeciesName=argyrogrammicus&fc=323
1124,https://www.fishbase.de/physiology/BrainsDataList.php?ID=201&GenusName=Pristipomoides&SpeciesName=filamentosus&fc=323
1125,https://www.fishbase.de/physiology/BrainsDataList.php?ID=210&GenusName=Pristipomoides&SpeciesName=typus&fc=323
1126,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12020&GenusName=Proterorhinus&SpeciesName=marmoratus&fc=405
1127,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2384&GenusName=Protopterus&SpeciesName=annectens&fc=552
1128,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9946&GenusName=Psammogobius&SpeciesName=biocellatus&fc=405
1129,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9985&GenusName=Psammogobius&SpeciesName=knysnaensis&fc=405
1130,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7874&GenusName=Pseudanthias&SpeciesName=bicolor&fc=289
1131,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6934&GenusName=Pseudanthias&SpeciesName=pascalus&fc=289
1132,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6568&GenusName=Pseudanthias&SpeciesName=squamipinnis&fc=289
1133,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12776&GenusName=Pseudanthias&SpeciesName=taeniatus&fc=289
1134,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7783&GenusName=Pseudanthias&SpeciesName=thompsoni&fc=289
1135,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4466&GenusName=Pseudobalistes&SpeciesName=fuscus&fc=445
1136,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2549&GenusName=Pseudobatos&SpeciesName=productus&fc=17
1137,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5923&GenusName=Pseudocarcharias&SpeciesName=kamoharai&fc=556
1138,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5616&GenusName=Pseudocheilinus&SpeciesName=evanidus&fc=362
1139,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5617&GenusName=Pseudocheilinus&SpeciesName=hexataenia&fc=362
1140,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5619&GenusName=Pseudocheilinus&SpeciesName=tetrataenia&fc=362
1141,https://www.fishbase.de/physiology/BrainsDataList.php?ID=24442&GenusName=Pseudochromis&SpeciesName=dixurus&fc=291
1142,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8003&GenusName=Pseudochromis&SpeciesName=dutoiti&fc=291
1143,https://www.fishbase.de/physiology/BrainsDataList.php?ID=24440&GenusName=Pseudochromis&SpeciesName=olivaceus&fc=291
1144,https://www.fishbase.de/physiology/BrainsDataList.php?ID=24441&GenusName=Pseudochromis&SpeciesName=springeri&fc=291
1145,https://www.fishbase.de/physiology/BrainsDataList.php?ID=14274&GenusName=Pseudochromis&SpeciesName=tapeinosoma&fc=291
1146,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5639&GenusName=Pseudocoris&SpeciesName=yamashiroi&fc=362
1147,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7320&GenusName=Pseudogramma&SpeciesName=polyacantha&fc=289
1148,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7953&GenusName=Pseudosimochromis&SpeciesName=babaulti&fc=349
1149,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8819&GenusName=Pseudosimochromis&SpeciesName=curvifrons&fc=349
1150,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1094&GenusName=Pseudupeneus&SpeciesName=maculatus&fc=332
1151,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4377&GenusName=Ptereleotris&SpeciesName=hanae&fc=410
1152,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4381&GenusName=Ptereleotris&SpeciesName=microlepis&fc=410
1153,https://www.fishbase.de/physiology/BrainsDataList.php?ID=933&GenusName=Pterocaesio&SpeciesName=digramma&fc=459
1154,https://www.fishbase.de/physiology/BrainsDataList.php?ID=936&GenusName=Pterocaesio&SpeciesName=pisang&fc=459
1155,https://www.fishbase.de/physiology/BrainsDataList.php?ID=939&GenusName=Pterocaesio&SpeciesName=tile&fc=459
1156,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15885&GenusName=Pterogobius&SpeciesName=zacalles&fc=405
1157,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4914&GenusName=Pterois&SpeciesName=antennata&fc=264
1158,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5195&GenusName=Pterois&SpeciesName=volitans&fc=264
1159,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3273&GenusName=Pungitius&SpeciesName=pungitius&fc=260
1160,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4501&GenusName=Pygocentrus&SpeciesName=nattereri&fc=686
1161,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6572&GenusName=Pygoplites&SpeciesName=diacanthus&fc=460
1162,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8924&GenusName=Raja&SpeciesName=asterias&fc=19
1163,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4552&GenusName=Raja&SpeciesName=brachyura&fc=19
1164,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2059&GenusName=Raja&SpeciesName=clavata&fc=19
1165,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5492&GenusName=Raja&SpeciesName=microocellata&fc=19
1166,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7617&GenusName=Raja&SpeciesName=undulata&fc=19
1167,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7615&GenusName=Rajella&SpeciesName=fyllae&fc=19
1168,https://www.fishbase.de/physiology/BrainsDataList.php?ID=111&GenusName=Rastrelliger&SpeciesName=kanagurta&fc=416
1169,https://www.fishbase.de/physiology/BrainsDataList.php?ID=11818&GenusName=Redigobius&SpeciesName=bikolanus&fc=405
1170,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6346&GenusName=Redigobius&SpeciesName=dewaali&fc=405
1171,https://www.fishbase.de/physiology/BrainsDataList.php?ID=56980&GenusName=Redigobius&SpeciesName=macrostoma&fc=405
1172,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8823&GenusName=Reganochromis&SpeciesName=calliurus&fc=349
1173,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7697&GenusName=Rexea&SpeciesName=prometheoides&fc=414
1174,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6057&GenusName=Rhabdoblennius&SpeciesName=snowi&fc=392
1175,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5368&GenusName=Rhabdosargus&SpeciesName=sarba&fc=330
1176,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2081&GenusName=Rhincodon&SpeciesName=typus&fc=6
1177,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5839&GenusName=Rhinecanthus&SpeciesName=aculeatus&fc=445
1178,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5840&GenusName=Rhinecanthus&SpeciesName=rectangulus&fc=445
1179,https://www.fishbase.de/physiology/BrainsDataList.php?ID=22766&GenusName=Rhinochimaera&SpeciesName=pacifica&fc=26
1180,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15824&GenusName=Rhinogobius&SpeciesName=flumineus&fc=405
1181,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15825&GenusName=Rhinogobius&SpeciesName=giurinus&fc=405
1182,https://www.fishbase.de/physiology/BrainsDataList.php?ID=899&GenusName=Rhizoprionodon&SpeciesName=acutus&fc=11
1183,https://www.fishbase.de/physiology/BrainsDataList.php?ID=903&GenusName=Rhizoprionodon&SpeciesName=porosus&fc=11
1184,https://www.fishbase.de/physiology/BrainsDataList.php?ID=213&GenusName=Rhomboplites&SpeciesName=aurorubens&fc=323
1185,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4435&GenusName=Rhyacichthys&SpeciesName=aspro&fc=406
1186,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1252&GenusName=Rostroraja&SpeciesName=eglanteria&fc=19
1187,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6058&GenusName=Salarias&SpeciesName=fasciatus&fc=392
1188,https://www.fishbase.de/physiology/BrainsDataList.php?ID=236&GenusName=Salmo&SpeciesName=salar&fc=76
1189,https://www.fishbase.de/physiology/BrainsDataList.php?ID=238&GenusName=Salmo&SpeciesName=trutta&fc=76
1190,https://www.fishbase.de/physiology/BrainsDataList.php?ID=246&GenusName=Salvelinus&SpeciesName=fontinalis&fc=76
1191,https://www.fishbase.de/physiology/BrainsDataList.php?ID=248&GenusName=Salvelinus&SpeciesName=namaycush&fc=76
1192,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1350&GenusName=Sardina&SpeciesName=pilchardus&fc=43
1193,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1477&GenusName=Sardinops&SpeciesName=sagax&fc=43
1194,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4907&GenusName=Sargocentron&SpeciesName=caudimaculatum&fc=243
1195,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4699&GenusName=Sargocentron&SpeciesName=diadema&fc=243
1196,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5841&GenusName=Sargocentron&SpeciesName=microstoma&fc=243
1197,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4906&GenusName=Sargocentron&SpeciesName=punctatissimum&fc=243
1198,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6625&GenusName=Sargocentron&SpeciesName=rubrum&fc=243
1199,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6507&GenusName=Sargocentron&SpeciesName=spiniferum&fc=243
1200,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4908&GenusName=Sargocentron&SpeciesName=tiere&fc=243
1201,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7868&GenusName=Sargocentron&SpeciesName=xantherythrum&fc=243
1202,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4534&GenusName=Saurida&SpeciesName=gracilis&fc=160
1203,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1055&GenusName=Saurida&SpeciesName=undosquamis&fc=160
1204,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2596&GenusName=Scaphirhynchus&SpeciesName=platorynchus&fc=32
1205,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7487&GenusName=Scartelaos&SpeciesName=histophorus&fc=405
1206,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4967&GenusName=Scarus&SpeciesName=dubius&fc=364
1207,https://www.fishbase.de/physiology/BrainsDataList.php?ID=14380&GenusName=Scarus&SpeciesName=ferrugineus&fc=364
1208,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5546&GenusName=Scarus&SpeciesName=frenatus&fc=364
1209,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5548&GenusName=Scarus&SpeciesName=ghobban&fc=364
1210,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4970&GenusName=Scarus&SpeciesName=globiceps&fc=364
1211,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5550&GenusName=Scarus&SpeciesName=niger&fc=364
1212,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5551&GenusName=Scarus&SpeciesName=oviceps&fc=364
1213,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4971&GenusName=Scarus&SpeciesName=prasiognathos&fc=364
1214,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5553&GenusName=Scarus&SpeciesName=psittacus&fc=364
1215,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4969&GenusName=Scarus&SpeciesName=rivulatus&fc=364
1216,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5555&GenusName=Scarus&SpeciesName=rubroviolaceus&fc=364
1217,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1156&GenusName=Scarus&SpeciesName=taeniopterus&fc=364
1218,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4698&GenusName=Scatophagus&SpeciesName=argus&fc=341
1219,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1721&GenusName=Schedophilus&SpeciesName=medusophagus&fc=421
1220,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6357&GenusName=Scleropages&SpeciesName=formosus&fc=38
1221,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7536&GenusName=Scleropages&SpeciesName=jardinii&fc=38
1222,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5885&GenusName=Scolopsis&SpeciesName=bilineata&fc=324
1223,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5876&GenusName=Scolopsis&SpeciesName=ciliata&fc=324
1224,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5887&GenusName=Scolopsis&SpeciesName=frenata&fc=324
1225,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5883&GenusName=Scolopsis&SpeciesName=vosmeri&fc=324
1226,https://www.fishbase.de/physiology/BrainsDataList.php?ID=118&GenusName=Scomber&SpeciesName=scombrus&fc=416
1227,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1953&GenusName=Scomberoides&SpeciesName=tol&fc=314
1228,https://www.fishbase.de/physiology/BrainsDataList.php?ID=121&GenusName=Scomberomorus&SpeciesName=commerson&fc=416
1229,https://www.fishbase.de/physiology/BrainsDataList.php?ID=126&GenusName=Scomberomorus&SpeciesName=maculatus&fc=416
1230,https://www.fishbase.de/physiology/BrainsDataList.php?ID=134&GenusName=Scomberomorus&SpeciesName=regalis&fc=416
1231,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1201&GenusName=Scorpaena&SpeciesName=plumieri&fc=264
1232,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1758&GenusName=Scorpaena&SpeciesName=porcus&fc=264
1233,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1759&GenusName=Scorpaena&SpeciesName=scrofa&fc=264
1234,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5819&GenusName=Scorpaenodes&SpeciesName=guamensis&fc=264
1235,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5816&GenusName=Scorpaenodes&SpeciesName=kelloggi&fc=264
1236,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4915&GenusName=Scorpaenodes&SpeciesName=parvipinnis&fc=264
1237,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4921&GenusName=Scorpaenopsis&SpeciesName=diabolus&fc=264
1238,https://www.fishbase.de/physiology/BrainsDataList.php?ID=14390&GenusName=Scorpis&SpeciesName=aequipinnis&fc=339
1239,https://www.fishbase.de/physiology/BrainsDataList.php?ID=845&GenusName=Scyliorhinus&SpeciesName=canicula&fc=10
1240,https://www.fishbase.de/physiology/BrainsDataList.php?ID=854&GenusName=Scyliorhinus&SpeciesName=stellaris&fc=10
1241,https://www.fishbase.de/physiology/BrainsDataList.php?ID=700&GenusName=Scymnodon&SpeciesName=ringens&fc=658
1242,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5811&GenusName=Sebastapistes&SpeciesName=cyanostigma&fc=264
1243,https://www.fishbase.de/physiology/BrainsDataList.php?ID=504&GenusName=Sebastes&SpeciesName=alutus&fc=573
1244,https://www.fishbase.de/physiology/BrainsDataList.php?ID=505&GenusName=Sebastes&SpeciesName=mentella&fc=573
1245,https://www.fishbase.de/physiology/BrainsDataList.php?ID=501&GenusName=Sebastes&SpeciesName=norvegicus&fc=573
1246,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1352&GenusName=Sebastes&SpeciesName=viviparus&fc=573
1247,https://www.fishbase.de/physiology/BrainsDataList.php?ID=387&GenusName=Selar&SpeciesName=crumenophthalmus&fc=314
1248,https://www.fishbase.de/physiology/BrainsDataList.php?ID=388&GenusName=Selaroides&SpeciesName=leptolepis&fc=314
1249,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12257&GenusName=Selenotoca&SpeciesName=multifasciata&fc=341
1250,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1007&GenusName=Seriola&SpeciesName=rivoliana&fc=314
1251,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1962&GenusName=Seriolina&SpeciesName=nigrofasciata&fc=314
1252,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1353&GenusName=Serranus&SpeciesName=cabrilla&fc=289
1253,https://www.fishbase.de/physiology/BrainsDataList.php?ID=14419&GenusName=Serranus&SpeciesName=hepatus&fc=289
1254,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1761&GenusName=Serranus&SpeciesName=scriba&fc=289
1255,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7477&GenusName=Serrivomer&SpeciesName=beanii&fc=65
1256,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9991&GenusName=Sicydium&SpeciesName=brevifile&fc=405
1257,https://www.fishbase.de/physiology/BrainsDataList.php?ID=54404&GenusName=Sicydium&SpeciesName=salvini&fc=405
1258,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9994&GenusName=Sicyopterus&SpeciesName=lagocephalus&fc=405
1259,https://www.fishbase.de/physiology/BrainsDataList.php?ID=26942&GenusName=Sicyopterus&SpeciesName=pugnans&fc=405
1260,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4614&GenusName=Siganus&SpeciesName=argenteus&fc=413
1261,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4456&GenusName=Siganus&SpeciesName=canaliculatus&fc=413
1262,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4623&GenusName=Siganus&SpeciesName=doliatus&fc=413
1263,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4613&GenusName=Siganus&SpeciesName=luridus&fc=413
1264,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4617&GenusName=Siganus&SpeciesName=puellus&fc=413
1265,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4621&GenusName=Siganus&SpeciesName=punctatus&fc=413
1266,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4545&GenusName=Siganus&SpeciesName=rivulatus&fc=413
1267,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4457&GenusName=Siganus&SpeciesName=spinus&fc=413
1268,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4629&GenusName=Siganus&SpeciesName=vulpinus&fc=413
1269,https://www.fishbase.de/physiology/BrainsDataList.php?ID=11659&GenusName=Sigmops&SpeciesName=bathyphilus&fc=88
1270,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7383&GenusName=Sigmops&SpeciesName=elongatus&fc=88
1271,https://www.fishbase.de/physiology/BrainsDataList.php?ID=56197&GenusName=Silhouettea&SpeciesName=aegyptia&fc=405
1272,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7925&GenusName=Sillago&SpeciesName=maculata&fc=307
1273,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9102&GenusName=Simenchelys&SpeciesName=parasitica&fc=57
1274,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8856&GenusName=Simochromis&SpeciesName=diagramma&fc=349
1275,https://www.fishbase.de/physiology/BrainsDataList.php?ID=138&GenusName=Somniosus&SpeciesName=microcephalus&fc=658
1276,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1158&GenusName=Sparisoma&SpeciesName=aurofrenatum&fc=364
1277,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1161&GenusName=Sparisoma&SpeciesName=viride&fc=364
1278,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8862&GenusName=Spathodus&SpeciesName=erythrodon&fc=349
1279,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8863&GenusName=Spathodus&SpeciesName=marlieri&fc=349
1280,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1235&GenusName=Sphyraena&SpeciesName=barracuda&fc=360
1281,https://www.fishbase.de/physiology/BrainsDataList.php?ID=16905&GenusName=Sphyraena&SpeciesName=chrysotaenia&fc=360
1282,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5734&GenusName=Sphyraena&SpeciesName=forsteri&fc=360
1283,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4827&GenusName=Sphyraena&SpeciesName=jello&fc=360
1284,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4493&GenusName=Sphyraena&SpeciesName=obtusata&fc=360
1285,https://www.fishbase.de/physiology/BrainsDataList.php?ID=912&GenusName=Sphyrna&SpeciesName=lewini&fc=12
1286,https://www.fishbase.de/physiology/BrainsDataList.php?ID=914&GenusName=Sphyrna&SpeciesName=mokarran&fc=12
1287,https://www.fishbase.de/physiology/BrainsDataList.php?ID=917&GenusName=Sphyrna&SpeciesName=zygaena&fc=12
1288,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4887&GenusName=Spicara&SpeciesName=maena&fc=330
1289,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1355&GenusName=Spinachia&SpeciesName=spinachia&fc=260
1290,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1356&GenusName=Spondyliosoma&SpeciesName=cantharus&fc=330
1291,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1457&GenusName=Spratelloides&SpeciesName=delicatulus&fc=43
1292,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1357&GenusName=Sprattus&SpeciesName=sprattus&fc=43
1293,https://www.fishbase.de/physiology/BrainsDataList.php?ID=705&GenusName=Squaliolus&SpeciesName=laticaudus&fc=557
1294,https://www.fishbase.de/physiology/BrainsDataList.php?ID=139&GenusName=Squalus&SpeciesName=acanthias&fc=13
1295,https://www.fishbase.de/physiology/BrainsDataList.php?ID=63659&GenusName=Squalus&SpeciesName=griffini&fc=13
1296,https://www.fishbase.de/physiology/BrainsDataList.php?ID=711&GenusName=Squalus&SpeciesName=megalops&fc=13
1297,https://www.fishbase.de/physiology/BrainsDataList.php?ID=712&GenusName=Squalus&SpeciesName=melanurus&fc=13
1298,https://www.fishbase.de/physiology/BrainsDataList.php?ID=736&GenusName=Squatina&SpeciesName=squatina&fc=15
1299,https://www.fishbase.de/physiology/BrainsDataList.php?ID=48119&GenusName=Steatogenys&SpeciesName=duidae&fc=546
1300,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12223&GenusName=Steatogenys&SpeciesName=elegans&fc=546
1301,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3650&GenusName=Stegastes&SpeciesName=fuscus&fc=350
1302,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4352&GenusName=Stegastes&SpeciesName=nigricans&fc=350
1303,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2737&GenusName=Stenobrachius&SpeciesName=leucopsarus&fc=167
1304,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9997&GenusName=Stenogobius&SpeciesName=genivittatus&fc=405
1305,https://www.fishbase.de/physiology/BrainsDataList.php?ID=47921&GenusName=Sternarchella&SpeciesName=orthos&fc=545
1306,https://www.fishbase.de/physiology/BrainsDataList.php?ID=48028&GenusName=Sternarchella&SpeciesName=sima&fc=545
1307,https://www.fishbase.de/physiology/BrainsDataList.php?ID=27836&GenusName=Sternarchorhamphus&SpeciesName=muelleri&fc=545
1308,https://www.fishbase.de/physiology/BrainsDataList.php?ID=48069&GenusName=Sternarchorhynchus&SpeciesName=curvirostris&fc=545
1309,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7828&GenusName=Stethojulis&SpeciesName=balteata&fc=362
1310,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5640&GenusName=Stethojulis&SpeciesName=bandanensis&fc=362
1311,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6633&GenusName=Stethojulis&SpeciesName=interrupta&fc=362
1312,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5641&GenusName=Stethojulis&SpeciesName=strigiventer&fc=362
1313,https://www.fishbase.de/physiology/BrainsDataList.php?ID=22507&GenusName=Stiphodon&SpeciesName=elegans&fc=405
1314,https://www.fishbase.de/physiology/BrainsDataList.php?ID=566&GenusName=Stolephorus&SpeciesName=commersonnii&fc=454
1315,https://www.fishbase.de/physiology/BrainsDataList.php?ID=62147&GenusName=Stomatorhinus&SpeciesName=ivindoensis&fc=40
1316,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1358&GenusName=Stomias&SpeciesName=boa+ferox&fc=91
1317,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1316&GenusName=Strongylura&SpeciesName=strongylura&fc=207
1318,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4407&GenusName=Suezichthys&SpeciesName=gracilis&fc=362
1319,https://www.fishbase.de/physiology/BrainsDataList.php?ID=25419&GenusName=Sufflamen&SpeciesName=albicaudatum&fc=445
1320,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6029&GenusName=Sufflamen&SpeciesName=bursa&fc=445
1321,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5842&GenusName=Sufflamen&SpeciesName=chrysopterum&fc=445
1322,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1312&GenusName=Sufflamen&SpeciesName=fraenatum&fc=445
1323,https://www.fishbase.de/physiology/BrainsDataList.php?ID=10195&GenusName=Sufflogobius&SpeciesName=bibarbatus&fc=405
1324,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9186&GenusName=Symphodus&SpeciesName=bailloni&fc=362
1325,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4578&GenusName=Symphodus&SpeciesName=mediterraneus&fc=362
1326,https://www.fishbase.de/physiology/BrainsDataList.php?ID=59&GenusName=Symphodus&SpeciesName=melops&fc=362
1327,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1792&GenusName=Symphodus&SpeciesName=ocellatus&fc=362
1328,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4580&GenusName=Symphodus&SpeciesName=rostratus&fc=362
1329,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1708&GenusName=Symphodus&SpeciesName=tinca&fc=362
1330,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5825&GenusName=Synanceia&SpeciesName=verrucosa&fc=578
1331,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9104&GenusName=Synaphobranchus&SpeciesName=kaupii&fc=57
1332,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5980&GenusName=Syngnathoides&SpeciesName=biaculeatus&fc=258
1333,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1769&GenusName=Syngnathus&SpeciesName=abaster&fc=258
1334,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1770&GenusName=Syngnathus&SpeciesName=acus&fc=258
1335,https://www.fishbase.de/physiology/BrainsDataList.php?ID=23118&GenusName=Syngnathus&SpeciesName=schlegeli&fc=258
1336,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1360&GenusName=Syngnathus&SpeciesName=typhle&fc=258
1337,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7292&GenusName=Synodus&SpeciesName=binotatus&fc=160
1338,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12620&GenusName=Synodus&SpeciesName=dermatogenys&fc=160
1339,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7942&GenusName=Synodus&SpeciesName=indicus&fc=160
