name,Brain weight (mg),SL (cm),TL (cm),speed,Oxygen Consumption at 20°C,Weight,predators
Synchiropus novaecaledoniae,,,,,,,
Synchiropus orstom,,,,,,,
Synchiropus phaeton,,,,,,,['Conger conger']
Synchiropus picturatus,,,,,,,
Synchiropus postulus,,,,,,,
Synchiropus rameus,,,,,,,
Synchiropus randalli,,,,,,,
Synchiropus richeri,,,,,,,
Synchiropus rosulentus,,,,,,,
Synchiropus rubrovinctus,,,,,,,
Synchiropus sechellensis,,,,,,,
Synchiropus signipinnis,,,,,,,
Synchiropus splendidus,,,,,,,
Synchiropus springeri,,,,,,,
Synchiropus stellatus,,,,,,,
Synchiropus sycorax,,,,,,,
Synchiropus tudorjonesi,,,,,,,
Synchiropus valdiviae,,,,,,,
Synchiropus zamboangana,,,,,,,
Synchirus gilli,,,,,,,
Synclidopus macleayanus,,,,,,,
Syncomistes bonapartensis,,,,,,,
Syncomistes butleri,,,,,,,['Lates calcarifer']
Syncomistes carcharus,,,,,,,
Syncomistes dilliensis,,,,,,,
Syncomistes holsworthi,,,,,,,
Syncomistes kimberleyensis,,,,,,,
Syncomistes moranensis,,,,,,,
Syncomistes rastellus,,,,,,,
Syncomistes trigonicus,,,,,,,
Syncomistes versicolor,,,,,,,
Syncomistes wunambal,,,,,,,
Syncrossus beauforti,,,,,,,
Syncrossus berdmorei,,,,,,,
Syncrossus helodes,,,,,,,
Syncrossus hymenophysa,,,,,,,
Synechogobius ommaturus,,,,,,,
Syngnathoides biaculeatus,23.1,,,,,5.247000000000001,
Syngnathus abaster,3.24,,,,,0.32899999999999996,"['Alosa brashnikovi', 'Sander lucioperca', 'Silurus glanis', 'Dicentrarchus labrax', 'Chelidonichthys lucernus']"
Syngnathus acus,20.07,24.74444444444445,25.53333333333333,,269.65,11.169999999999998,"['Platycephalus indicus', 'Acanthopagrus schlegeli', 'Chelidonichthys capensis']"
Syngnathus affinis,,,,,,,
Syngnathus auliscus,,,,,,,
Syngnathus californiensis,,,,,,,"['Arius platypogon', 'Prionace glauca']"
Syngnathus caribbaeus,,,,,,,
Syngnathus euchrous,,,,,,,
Syngnathus exilis,,,,,,,
Syngnathus floridae,,,,,,,
Syngnathus fuscus,,,,,,,"['Morone saxatilis', 'Pomatomus saltatrix', 'Centropristis striata']"
Syngnathus insulae,,,,,,,
Syngnathus leptorhynchus,,,,,,,
Syngnathus louisianae,,,,,,,
Syngnathus makaxi,,,,,,,
Syngnathus pelagicus,,,,,,,
Syngnathus rostellatus,,,,,,,
Syngnathus schlegeli,8.643333333333333,,,,,3.3906666666666663,
Syngnathus scovelli,,,,,,,
Syngnathus springeri,,,,,,,
Syngnathus tenuirostris,,,,,,,
Syngnathus typhle,14.37,,24.45,,,7.27,['Chelidonichthys gurnardus']
Syngnathus watermeyeri,,,,,,,
Synodontis afrofischeri,,,,,,,
Synodontis alberti,,,,,,,
Synodontis angelicus,,,,,,,
Synodontis aterrimus,,,,,,,
Synodontis batensoda,,,,,,,
Synodontis clarias,,,,,,,
Synodontis contractus,,,,,,,
Synodontis decorus,,,,,,,
Synodontis eupterus,,,,,,,
Synodontis filamentosus,,,,,,,
Synodontis flavitaeniatus,,,,,,,
Synodontis frontosus,,,,,,,
Synodontis fuelleborni,,,,,,,
Synodontis geledensis,,,,,,,
Synodontis leopardinus,,,,,,,
Synodontis macrostigma,,,,,,,
Synodontis macrostoma,,,,,,,
Synodontis manni,,,,,,,
Synodontis membranaceus,,,,,,,
Synodontis nebulosus,,,,,,,
Synodontis nigrita,,,,,,,
Synodontis nigriventris,,,,,,,
Synodontis nigromaculatus,,,,,,,
Synodontis njassae,,,,,,,['Bagrus meridionalis']
Synodontis notatus,,,,,,,
Synodontis nummifer,,,,,,,
Synodontis ocellifer,,,,,,,
Synodontis petricola,,,,,,,
Synodontis pleurops,,,,,,,
Synodontis ricardoae,,,,,,,
Synodontis ruandae,,,,,,,
Synodontis rukwaensis,,,,,,,
Synodontis schall,,,,,,,"['Bagrus docmak', 'Hepsetus odoe', 'Lates niloticus']"
Synodontis serpentis,,,,,,,
Synodontis thamalakanensis,,,,,,,
Synodontis vanderwaali,,,,,,,
Synodontis victoriae,,,,,,,
Synodontis woosnami,,,,,,,
Synodontis zambezensis,,,,,,,
Synodontis zanzibaricus,,,,,,,
Synodus binotatus,34.0,7.2,8.5,,,3.9,
Synodus bondi,,,,,,,
Synodus capricornis,,,,,,,
Synodus dermatogenys,230.0,27.5,31.0,,,291.0,
Synodus doaki,,,,,,,
Synodus evermanni,,,,,,,
Synodus foetens,,,,,,,"['Carcharhinus leucas', 'Anous stolidus', 'Sterna fuscata', 'Morone saxatilis', 'Pomatomus saltator', 'Cynoscion regalis']"
Synodus hoshinonis,,,,,,,
Synodus indicus,224.0,,,,,245.0,
Synodus intermedius,,,,,,,"['Cephalopholis fulva', 'Mycteroperca venenosa', 'Epinephelus striatus']"
Synodus isolatus,,,,,,,
Synodus jaculum,,,,,,,
Synodus kaianus,,,,,,,
Synodus lacertinus,,,,,,,
Synodus lobeli,,,,,,,
Synodus lucioceps,,,,,,,"['Zalophus californianus', 'Xiphias gladius']"
Synodus macrops,,,,,,,
Synodus macrostigmus,,,,,,,
Synodus marchenae,,,,,,,
Synodus nigrotaeniatus,,,,,,,
Synodus oculeus,,,,,,,
Synodus poeyi,,,,,,,
Synodus rubromarmoratus,,,,,,,
Synodus sageneus,,,,,,,
Synodus saurus,111.0,15.2,17.2,,,45.0,"['Coryphaena hippurus', 'Synodus saurus', 'Epinephelus marginatus']"
Synodus scituliceps,,,,,,,
Synodus sechurae,,,,,,,
Synodus similis,,,,,,,
Synodus synodus,,,,,,,
Synodus tectus,,,,,,,
Synodus ulae,,,,,,,
Synodus variegatus,129.75,17.133333333333333,19.133333333333336,,,69.65,"['Cephalopholis argus', 'Plectropomus leopardus', 'Epinephelus merra']"
Systomus asoka,,,,,,,
Systomus chryseus,,,,,,,
Systomus clavatus,,,,,,,
Systomus martenstyni,,,,,,,
Systomus pleurotaenia,,,,,,,
Systomus rubripinnis,,,,,,,
Systomus rufus,,,,,,,
Systomus sarana,,,,,,,
Taaningichthys bathyphilus,,,,,,,
Taaningichthys minimus,,,,,,,
Tachysurus argentivittatus,,,,,,,
Tachysurus brashnikowi,,,,,,,
Tachysurus dumerili,,,,,,,
Tachysurus fulvidraco,,,,,,,['Siniperca chuatsi']
Tachysurus herzensteini,,,,,,,
Tactostoma macropus,,,,,,,
Taeniamia ataenia,,,,,,,
Taeniamia biguttata,,,,,,,
Taeniamia buruensis,,,,,,,
Taeniamia fucata,49.0,5.6,7.35,,99.7,5.7,
Taeniamia leai,,,,,,,
Taeniamia lineolata,,,,,,,
Taeniamia macroptera,,,,,,,
Taeniamia melasma,,,,,,,
Taeniamia mozambiquensis,,,,,,,
Taeniamia pallida,,,,,,,
Taeniamia zosterophora,,,,,,,
Taenianotus triacanthus,29.0,,,,,5.5,
Taenioides anguillaris,,,,,,,
Taenioides buchanani,,,,,,,
Taenioides cirratus,21.466666666666672,,30.0,,,42.13333333333333,
Taenioides esquivel,,,,,,,
Taenioides gracilis,,,,,,,
Taenioides jacksoni,,,,,,,
Taenioides limicola,2.216666666666667,,6.5,,,0.49,
Taenioides mordax,,,,,,,
Taenioides nigrimarginatus,,,,,,,
Taenioides purpurascens,,,,,,,
Taeniopsetta ocellata,,,,,,,
Taeniura grabata,,,,,,,
Taeniura lessoni,,,,,,,
Taeniura lymma,5017.0,,,,,336.5,
Taeniurops meyeni,,,,,,,
Takifugu flavidus,,,,,,,
Takifugu niphobles,,,,,,,
Takifugu oblongus,,,,,,,
Takifugu obscurus,,,,,,,
Takifugu pardalis,,,,,,,
Takifugu poecilonotus,,,,,,,
Takifugu porphyreus,,,,,,,
Takifugu rubripes,,,,,,,
Takifugu vermicularis,,,,,,,
Takifugu xanthopterus,,,,,,,
Talismania antillarum,,,,,,,
Talismania bifurcata,,,,,,,
Talismania homoptera,,,,,,,
Talismania longifilis,,,,,,,
Talismania mekistonema,,,,,,,
Tampichthys catostomops,,,,,,,
Tampichthys dichromus,,,,,,,
Tampichthys erimyzonops,,,,,,,
Tampichthys ipni,,,,,,,
Tampichthys mandibularis,,,,,,,
Tampichthys rasconis,,,,,,,
Tanakia limbata,,,,,,,
Tanakia signifer,,,,,,,
Tanakia tanago,,,,,,,
Tanakius kitaharae,,,,,,,['Galeus nipponensis']
Tandanus bostocki,,,,,,,
Tandanus tandanus,,,,,,,
Tandanus tropicanus,,,,,,,
Tanganicodus irsacae,40.6875,5.375,,,,2.1950000000000003,['Plecodus straeleni']
Tanichthys albonubes,,,,,,,
Tanyemblemaria alleni,,,,,,,
Taractes asper,,,,,,,
Taractes rubescens,,,,,,,
Taractichthys longipinnis,,,,,,,
Taractichthys steindachneri,,,,,,,['Thunnus obesus']
Taranetzella lyoderma,,,,,,,
Taratretis derwentensis,,,,,,,
Tarletonbeania crenularis,7.575,,,,493.9,0.8999999999999999,"['Stenella attenuata', 'Thunnus alalunga', 'Sebastes entomelas']"
Tarletonbeania taylori,,,,,,,['Brama japonica']
Tasmanogobius gloveri,,,,,,,
Tasmanogobius lasti,,,,,,,
Tasmanogobius lordi,,,,,,,
Tateurndina ocellicauda,,,,,,,
Tathicarpus butleri,,,,,,,
Taurulus bubalis,61.821917808219176,,,,,16.126027397260273,['Tursiops truncatus']
Tautoga onitis,,,,,,,['Morone saxatilis']
Tautogolabrus adspersus,,,,,150.0,,['Morus bassanus']
Teixeirichthys jordani,37.0,,,,,5.0,
Telatrygon acutirostra,,,,,,,
Telatrygon biasa,,,,,,,
Telatrygon zugei,,,,,,,
Teleocichla centisquama,,,,,,,
Teleogramma obamaorum,,,,,,,
Telestes beoticus,,,,,,,
Telestes croaticus,,,,,,,
Telestes fontinalis,,,,,,,
Telestes montenigrinus,,,,,,,
Telestes muticellus,,,,,,,
Telestes pleurobipunctatus,,,,,,,
Telestes polylepis,,,,,,,
Telestes souffia,,,,,,,
Telestes turskyi,,,,,,,
Telmatherina celebensis,,,,,,,
Temera hardwickii,,,,,,,
Temnocora candida,,,,,,,
Tentoriceps cristatus,,,,,,,
Tenualosa ilisha,,,,,,,['Anguilla bengalensis bengalensis']
Tenualosa macrura,,,,,,,
Tenualosa reevesii,,,,,,,
Tenualosa thibaudeaui,,,,,,,
Tenualosa toli,,,,,,,
Teramulus kieneri,,,,,,,
Terapon jarbua,435.0,24.0,28.0,,,295.0,"['Ceryle rudis', 'Himantura uarnak', 'Hydroprogne tschegrava']"
Terapon puta,122.0,8.899999999999997,10.7,,,12.5,
Terapon theraps,,,,,,,
Terelabrus dewapyle,,,,,,,
Terelabrus rubrovittatus,,,,,,,
Terranatos dolichopterus,,,,,,,
Tetrabrachium ocellatum,,,,,,,
Tetracentrum apogonoides,,,,,,,
Tetracentrum caudovittatus,,,,,,,
Tetracentrum honessi,,,,,,,
Tetractenos glaber,,,,,,,['Mustelus antarcticus']
Tetractenos hamiltoni,,,,,,,
Tetragonurus atlanticus,,,,,,,['unidentified tunas']
Tetragonurus cuvieri,,,,,,,['Thunnus albacares']
Tetragonurus pacificus,,,,,,,
Tetraodon lineatus,,,,,,,
Tetraodon mbu,,,,,,,
Tetraodon pustulatus,,,,,,,
Tetrapleurodon geminis,9.2,,,,,2.53,
Tetrapleurodon spadiceus,,,,,,,
Tetrapturus angustirostris,2500.0,,,,,21840.0,
Tetrapturus belone,,,,,,,['unidentified']
Tetrapturus georgii,,,,,,,
Tetrapturus pfluegeri,,,,,,,
Tetraroge barbata,,,,,,,
Tetronarce californica,,,,,,,
Tetronarce cowleyi,,,,,,,
Tetronarce fairchildi,,,,,,,
Tetronarce formosa,,,,,,,
Tetronarce macneilli,,,,,,,
Tetronarce microdiscus,,,,,,,
Tetronarce nobiliana,,,,,,,
Tetronarce occidentalis,,,,,,,
Tetronarce peruana,,,,,,,
Tetronarce puelcha,,,,,,,
Tetronarce semipelagica,,,,,,,
Tetronarce tokionis,,,,,,,
Tetronarce tremens,,,,,,,
Tetrosomus concatenatus,,,,,,,
Tetrosomus gibbosus,187.0,,,,,110.0,
Tetrosomus reipublicae,,,,,,,
Tewara cranwellae,,,,,,,
Thalasseleotris adela,,,,,,,
Thalasseleotris iota,,,,,,,
Thalassoma amblycephalum,171.0,11.5,14.0,,,26.2,['Synodus englemani']
Thalassoma ascensionis,,,,,,,
Thalassoma ballieui,,,,,,,
Thalassoma bifasciatum,102.0,,,,,15.2,"['Aulostomus maculatus', 'Epinephelus guttatus', 'Mycteroperca venenosa', 'Rypticus saponaceus']"
Thalassoma duperrey,310.6666666666667,16.233333333333334,20.633333333333333,,43.0,112.33333333333331,['Paracirrhites forsteri']
Thalassoma genivittatum,,,,,,,
Thalassoma grammaticum,,,,,,,
Thalassoma hardwicke,,,,,,,['Plectropomus leopardus']
Thalassoma hebraicum,160.0,8.9,,,,19.1,
Thalassoma jansenii,265.0,14.2,19.0,,,77.0,
Thalassoma lucasanum,,,,,,,
Thalassoma lunare,119.7,8.25,9.5,,,21.5,"['Plectropomus leopardus', 'Synodus englemani']"
Thalassoma lutescens,176.2,11.4,14.6,,,40.7,['Synodus variegatus']
Thalassoma newtoni,,,,,,,
Thalassoma nigrofasciatum,,,,,,,
Thalassoma noronhanum,,,,,,,['Cephalopholis fulva']
Thalassoma pavo,,,,,,,['Sphyraena viridensis']
Thalassoma purpureum,,,,,,,
Thalassoma quinquevittatum,136.9,9.05,10.2,,,17.6,
Thalassoma rueppellii,197.0,,,,,44.0,
Thalassoma sanctaehelenae,,,,,,,
Thalassoma septemfasciatum,,,,,,,
Thalassoma trilobatum,,,,,,,
Thalassoma virens,,,,,,,
Thalassophryne maculosa,,,,,,,
Thalassophryne montevidensis,,,,,,,
Thalassophryne nattereri,,,,,,,
Thaleichthys pacificus,,,,,,,"['Mammoth sturgeon', 'fur seals', 'Phoca vitulina', 'Oncorhynchus sp.', 'Squalus acanthias', 'Acipenser transmontanus', 'seagulls', 'unidentified eagles', 'Gadus macrocephalus', 'Merluccius productus', 'porpoises', 'Hippoglossus stenolepis', 'Reinhardtius stomias', 'Ophiodon elongatus', 'Oncorhynchus sp.']"
Thamnaconus analis,,,,,,,
Thamnaconus arenaceus,,,,,,,
Thamnaconus degeni,,,,,,,
Thamnaconus fajardoi,,,,,,,
Thamnaconus hypargyreus,,,,,,,
Thamnaconus melanoproctes,,,,,,,
Thamnaconus modestoides,,,,,,,
Thamnaconus modestus,,,,,,,
Thamnaconus paschalis,,,,,,,
Thamnaconus septentrionalis,,,,,,,
Thamnaconus striatus,,,,,,,
Thamnaconus tessellatus,,,,,,,
Thayeria boehlkei,,,,,,,
Thayeria obliqua,,,,,,,
Theragra finnmarchica,,,,,,,
Theraps godmanni,,,,,,,
Theraps intermedius,,,,,,,
Theraps irregularis,,,,,,,
Thoburnia atripinnis,,,,,,,
Thoburnia hamiltoni,,,,,,,
Thoburnia rhothoeca,,,,,,,
Thoracocharax securis,,,,,,,
Thoracocharax stellatus,,,,,,,
Thoracochromis albolabris,,,,,,,
Thoracochromis buysi,,,,,,,
Thorichthys affinis,,,,,,,
Thorichthys aureus,,,,,,,
Thorichthys callolepis,,,,,,,
Thorichthys helleri,,,,,,,
Thorichthys meeki,,,,,90.8,,
Thorichthys pasionis,,,,,,,
Thorichthys socolofi,,,,,,,
Thorogobius alvheimi,,,,,,,
Thorogobius ephippiatus,,,,,,,
Thorogobius laureatus,,,,,,,
Thorogobius macrolepis,,,,,,,
Thrattidion noctivagus,,,,,,,
Thryssa adelae,,,,,,,
Thryssa aestuaria,,,,,,,
Thryssa baelama,,,,,,,['Chirocentrus dorab']
Thryssa brevicauda,,,,,,,
Thryssa chefuensis,,,,,,,
Thryssa dayi,,,,,,,
Thryssa dussumieri,,,,,,,['Euthynnus affinis']
Thryssa encrasicholoides,,,,,,,
Thryssa gautamiensis,,,,,,,
Thryssa hamiltonii,,,,,,,
Thryssa kammalensis,77.0,9.1,11.1,,,10.0,"['Paralichthys olivaceus', 'Larimichthys polyactis', 'Sphyraena pinguis']"
Thryssa kammalensoides,,,,,,,
Thryssa malabarica,,,,,,,
Thryssa marasriae,,,,,,,
Thryssa mystax,,,,,,,
Thryssa polybranchialis,65.0,10.9,13.0,,,18.0,
Thryssa purava,,,,,,,
Thryssa rastrosa,,,,,,,
Thryssa scratchleyi,,,,,,,
Thryssa setirostris,,,,,,,
Thryssa spinidens,,,,,,,
Thryssa stenosoma,,,,,,,
Thryssa vitrirostris,,,,,,,"['Carcharhinus limbatus', 'Ceryle rudis', 'Hydroprogne tschegrava', 'Phalacrocorax carbo']"
Thryssa whiteheadi,,,,,,,
Thunnus alalunga,,,,,365.58333333333326,,"['unidentified', 'unidentified', 'billfishes', 'unidentified', 'Thunnus albacares', 'Thunnus maccoyii', 'Thunnus obesus', 'unidentified shark', 'unidentified']"
Thunnus albacares,3971.0,67.58333333333333,78.5,6.6149999999999975,,7173.333333333332,"['Thunnus albacares', 'Carcharhinus albimarginatus', 'Carcharhinus limbatus', 'Isistius brasiliensis', 'Orcinus orca', 'unidentified', 'unidentified', 'Alepisaurus ferox']"
Thunnus atlanticus,,,,,,,"['Coryphaena hippurus', 'Makaira nigricans', 'Anous stolidus', 'Sterna fuscata', 'Thunnus atlanticus']"
Thunnus maccoyii,,,,,,,"['Orcinus orca', 'billfishes', 'seals/sea lions', 'unidentified', 'unidentified shark', 'unidentified']"
Thunnus obesus,,,,0.5349999999999999,,,"['unidentified', 'Isistius brasiliensis', 'Orcinus orca', 'billfishes', 'Makaira nigricans', 'toothed whales']"
Thunnus orientalis,,,,,,,['unidentified']
Thunnus thynnus,3090.0,,,2.4725,,5210.0,"['Prionace glauca', 'Globicephala melaena', 'Orcinus orca', 'Carcharodon carcharias', 'Isurus paucus', 'Anous stolidus', 'Sterna fuscata', 'blackfish', 'Acanthocybium solandri']"
Thunnus tonggol,,,,,,,['Carcharhinus tilstoni']
Thymallus arcticus,,,,,670.9416666666666,,
Thymallus baicalensis,,,,,,,
Thymallus brevirostris,,,,,,,
Thymallus flavomaculatus,,,,,,,
Thymallus grubii,,,,,,,
Thymallus nigrescens,,,,,,,
Thymallus pallasii,,,,,,,
Thymallus svetovidovi,,,,,,,
Thymallus thymallus,,,,,,,['Hucho hucho']
Thymallus tugarinae,,,,,,,
Thymichthys verrucosus,,,,,,,
Thynnichthys sandkhol,,,,,,,
Thyriscus anoplus,,,,,,,
Thyrsites atun,,,,,,,"['Thyrsites atun', 'Nototodarus gouldi', 'Arctocephalus pusillus pusillus', 'Prionace glauca', 'Merluccis capensis', 'Merluccius paradoxus', 'Arctocephalus forsteri', 'Raja alba', 'Raja clavata', 'Raja wallacei', 'Galeorhinus galeus', 'Mustelus antarcticus', 'Xiphias gladius']"
Thyrsitoides marleyi,735.0,62.5,69.8,,,710.0,
Thyrsitops lepidopoides,,,,,,,
Thysanactis dentex,,,,,,,
Thysanophrys celebica,,,,,,,
Thysanophrys chiltonae,,,,,,,
Thysanophrys cirronasa,,,,,,,
Thysanophrys papillaris,,,,,,,
Thysanophrys randalli,,,,,,,
Thysanophrys rarita,,,,,,,
Thysanophrys springeri,,,,,,,
Thysanophrys tricaudata,,,,,,,
Tigrigobius digueti,,,,,,,
Tigrigobius dilepis,,,,,,,
Tigrigobius gemmatus,,,,,,,
Tigrigobius harveyi,,,,,,,
Tigrigobius janssi,,,,,,,
Tigrigobius limbaughi,,,,,,,
Tigrigobius macrodon,,,,,,,
Tigrigobius multifasciatus,,,,,,,
Tigrigobius nesiotes,,,,,,,
Tigrigobius pallens,,,,,,,
Tigrigobius panamensis,,,,,,,
Tigrigobius puncticulatus,,,,,,,
Tigrigobius redimiculus,,,,,,,
Tigrigobius rubrigenis,,,,,,,
Tigrigobius saucrus,,,,,,,
Tigrigobius zebrella,,,,,,,
Tilapia busumana,,,,,,,
Tilapia guinasana,,,,,,,
Tilapia ruweti,,,,,,,
Tilapia sparrmanii,,,,,,,
Tilodon sexfasciatus,,,,,,,
Tinca tinca,,,,,176.77619047619046,,"['Esox lucius', 'Sander lucioperca', 'Silurus glanis']"
Tomeurus gracilis,,,,,,,
Tomicodon absitus,,,,,,,
Tomicodon bidens,,,,,,,
Tomicodon boehlkei,,,,,,,
Tomicodon chilensis,,,,,,,
Tomicodon eos,,,,,,,
Tomicodon fasciatus,,,,,,,
Tomicodon humeralis,,,,,,,
Tomicodon myersi,,,,,,,
Tomicodon petersii,,,,,,,
Tomicodon zebra,,,,,,,
Tomiyamichthys alleni,,,,,,,
Tomiyamichthys gomezi,,,,,,,
Tomiyamichthys lanceolatus,,,,,,,
Tomiyamichthys latruncularius,,,,,,,
Tomiyamichthys nudus,,,,,,,
Tomiyamichthys oni,,,,,,,
Tomiyamichthys praealtus,,,,,,,
Tomiyamichthys reticulatus,,,,,,,
Tomiyamichthys russus,,,,,,,
Tomiyamichthys smithi,,,,,,,
Tomiyamichthys tanyspilus,,,,,,,
Tomiyamichthys zonatus,,,,,,,
Tongaichthys robustus,,,,,,,
Tonlesapia amnica,,,,,,,
Tor chelynoides,,,,,,,
Tor dongnaiensis,,,,,,,
Tor douronensis,,,,,,,
Tor khudree,,,,,,,
Tor kulkarnii,,,,,,,
Tor malabaricus,,,,,,,
Tor mekongensis,,,,,,,
Tor putitora,,,,,,,
Tor tambroides,,,,,,,
Tor tor,,,,,,,
Torpedo adenensis,,,,,,,
Torpedo alexandrinsis,,,,,,,
Torpedo andersoni,,,,,,,
Torpedo bauchotae,,,,,,,
Torpedo fuscomaculata,,,,,,,
Torpedo mackayana,,,,,,,
Torpedo marmorata,1187.1153846153845,,,,37.66666666666666,1239.3846153846155,
Torpedo panthera,,,,,,,
Torpedo sinuspersici,,,,,,,
Torpedo suessii,,,,,,,
Torpedo torpedo,780.0,,,,111.8,345.0,
Torquigener albomaculosus,,,,,,,
Torquigener altipinnis,,,,,,,
Torquigener andersonae,,,,,,,
Torquigener balteus,,,,,,,
Torquigener brevipinnis,,,,,,,
Torquigener flavimaculosus,153.0,,,,,48.0,
Torquigener florealis,,,,,,,
Torquigener hicksi,,,,,,,
Torquigener hypselogeneion,,,,,,,
Torquigener pallimaculatus,,,,,,,
Torquigener parcuspinus,,,,,,,
Torquigener perlevis,,,,,,,
Torquigener pleurogramma,,,,,,,
Torquigener randalli,,,,,,,
Torquigener squamicauda,,,,,,,
Torquigener tuberculiferus,,,,,,,
Torquigener whitleyi,,,,,,,
Tosana niwae,,,,,,,
Tosanoides aphrodite,,,,,,,
Totoaba macdonaldi,,,,,,,
Toxotes blythii,,,,,,,
Toxotes chatareus,,,,,,,
Toxotes jaculatrix,,,,,,,
Toxotes kimberleyensis,,,,,,,
Toxotes lorentzi,,,,,,,
Toxotes microlepis,,,,,,,
Toxotes oligolepis,,,,,,,
Trachelochismus melobesia,,,,,,,
Trachelochismus pinnulatus,,,,,,,
Trachelyopterichthys taeniatus,,,,,,,
Trachelyopterus fisheri,,,,,,,
Trachelyopterus striatulus,,,,,,,
Trachicephalus uranoscopus,,,,,,,
Trachichthys australis,,,,,,,
Trachidermus fasciatus,,,,,,,
Trachinocephalus myops,115.0,18.1,20.75,,,93.0,['Sphyraena barracuda']
Trachinops brauni,,,,,,,
Trachinops caudimaculatus,,,,,,,
Trachinops noarlungae,,,,,,,
Trachinops taeniatus,,,,,,,
Trachinotus africanus,,,,,,,
Trachinotus anak,,,,,,,
Trachinotus baillonii,,,,,,,['Trachinotus baillonii']
Trachinotus blochii,,,,,,,
Trachinotus botla,,,,,,,
Trachinotus carolinus,,,,,,,
Trachinotus cayennensis,,,,,,,
Trachinotus coppingeri,,,,,,,
Trachinotus falcatus,,,,,,,
Trachinotus goodei,,,,,,,
Trachinotus goreensis,,,,,,,
Trachinotus kennedyi,,,,,,,
Trachinotus marginatus,,,,,,,
Trachinotus maxillosus,,,,,,,
Trachinotus mookalee,,,,,,,
Trachinotus ovatus,3080.0,,,,,8504.0,
Trachinotus paitensis,,,,,,,
Trachinotus rhodopus,,,,,,,
Trachinotus stilbe,,,,,,,
Trachinotus teraia,,,,,,,
Trachinus araneus,,,,,,,
Trachinus armatus,,,,,,,
Trachinus collignoni,,,,,,,
Trachinus draco,220.6,25.22,29.64,,,173.9,
Trachinus lineolatus,,,,,,,
Trachinus pellegrini,,,,,,,
Trachinus radiatus,,,,,,,
Trachipterus altivelis,,,,,,,['Xiphias gladius']
Trachipterus arcticus,,,,,,,
Trachipterus fukuzakii,,,,,,,
Trachipterus ishikawae,,,,,,,
Trachipterus jacksonensis,,,,,,,['Alepisaurus ferox']
Trachipterus trachypterus,,,,,,,
Trachonurus gagates,,,,,,,
Trachonurus sentipellis,,,,,,,
Trachonurus sulcatus,,,,,,,
Trachonurus villosus,,,,,,,
Trachonurus yiwardaus,,,,,,,
Trachurus capensis,,,,,,,"['Merluccius capensis', 'Carcharhinus brachyurus', 'Merluccius paradoxus', 'Arctocephalus pusillus pusillus', 'Phoca vitulina', 'Sphyrna zygaena', 'Centrophorus squamosus', 'Triakis megalopterus', 'Arctocephalus pusillus pusillus']"
Trachurus declivis,,,,,,,"['Thyrsites atun', 'Thunnus alalunga', 'Thunnus maccoyii', 'Deania calcea', 'Macruronus novaezelandiae', 'Helicolenus percoides']"
Trachurus delagoa,,,,,,,['Carcharhinus limbatus']
Trachurus indicus,,,,,,,
Trachurus japonicus,,,,,,,"['Balaenoptera edeni', 'Champsodon snyderi', 'Coryphaena hippurus', 'Fistularia commersonii', 'Auxis rochei', 'Auxis thazard', 'Triakis scyllium']"
Trachurus lathami,,,,,,,"['Coryphaena hippurus', 'Delphinus delphis', 'Stenella frontalis', 'Merluccius albidus', 'Merluccius hubbsi', 'Cynoscion guatucupa', 'Thunnus albacares', 'Squatina guggenheim', 'Mustelus canis', 'Trichiurus lepturus', 'Pomatomus saltatrix']"
Trachurus longimanus,,,,,,,
Trachurus mediterraneus,,,,2.8,,,['Sarda sarda']
Trachurus murphyi,,,,,,,"['Merluccius gayi peruanus', 'Dissostichus eleginoides', 'Xiphias gladius']"
Trachurus novaezelandiae,130.0,,,,,22.0,['Sarda australis']
Trachurus picturatus,,,,,,,"['Seriola rivoliana', 'Conger conger', 'Raja clavata', 'Synodus saurus', 'Galeorhinus galeus', 'Lepidopus caudatus', 'Zeus faber', 'Sphyraena viridensis']"
Trachurus symmetricus,,,,1.374285714285714,,,"['Lagenorhynchus obscurus', 'Zalophus californianus', 'Sarda chiliensis chiliensis', 'Thunnus alalunga', 'Thunnus thynnus thynnus', 'Xiphias gladius']"
Trachurus trachurus,798.2,19.025,21.45,,,292.4,"['Coryphaena hippurus', 'Merlangius merlangus', 'Merluccius capensis', 'Merluccius merluccius', 'Merluccius paradoxus', 'Arctocephalus pusillus pusillus', 'Raja alba', 'Atractoscion aequidens', 'Sarda sarda', 'Squalus acanthias', 'Chelidonichthys gurnardus', 'Uranoscopus scaber', 'Zeus faber']"
Trachurus trecae,,,,,,,
Trachycorystes trachycorystes,,,,,,,
Trachypoma macracanthus,,,,,,,
Trachyrhamphus bicoarctatus,,,,,,,['Thunnus albacares']
Trachyrhamphus longirostris,,,,,,,
Trachyrhamphus serratus,4.466666666666667,,,,,4.02,
Trachyrincus helolepis,,,,,,,
Trachyrincus longirostris,,,,,,,
Trachyrincus murrayi,,,,,,,
Trachyrincus scabrus,320.5,,,,,304.9166666666667,['Dalatias licha']
Trachyrincus villegai,,,,,,,
Trachyscorpia carnomagula,,,,,,,
Trachyscorpia cristulata cristulata,,,,,,,
Trachyscorpia cristulata echinata,,,,,,,
