name,Brain weight (mg),SL (cm),TL (cm),speed,Oxygen Consumption at 20°C,Weight,predators
Mustelus ravidus,,,,,,,
Mustelus schmitti,,,,,,,
Mustelus sinusmexicanus,,,,,,,
Mustelus stevensi,,,,,,,
Mustelus walkeri,,,,,,,
Mustelus whitneyi,,,,,,,
Mustelus widodoi,,,,,,,
Myaka myaka,,,,,,,
Mycteroperca acutirostris,,,,,,,
Mycteroperca bonaci,1990.0,,,,,2712.0,
Mycteroperca cidi,,,,,,,
Mycteroperca fusca,,,,,,,
Mycteroperca interstitialis,,,,,,,
Mycteroperca jordani,,,,,,,['Sebastes entomelas']
Mycteroperca microlepis,,,,,,,
Mycteroperca olfax,,,,,,,
Mycteroperca phenax,,,,,,,
Mycteroperca prionura,,,,,,,
Mycteroperca rosacea,,,,,,,
Mycteroperca rubra,,,,,,,
Mycteroperca tigris,,,,,,,
Mycteroperca venenosa,,,,,,,
Mycteroperca xenarcha,,,,,,,
Myctophum affine,,,,,,,"['Caelorinchus smithi', 'Astronesthes similus']"
Myctophum asperum,,,,,,,"['Lagenodelphis hosei', 'Stenella attenuata', 'Stenella longirostris']"
Myctophum aurolaternatum,,,,,,,"['Stenella attenuata', 'Stenella longirostris']"
Myctophum brachygnathum,,,,,,,"['Lagenodelphis hosei', 'Stenella longirostris']"
Myctophum nitidulum,,,,,,,"['Lagenodelphis hosei', 'Stenella attenuata', 'Stenella longirostris', 'Sphyraena pinguis']"
Myctophum obtusirostre,,,,,,,
Myctophum orientale,,,,,,,
Myctophum ovcharovi,,,,,,,
Myctophum phengodes,,,,,,,['Stenella longirostris']
Myctophum punctatum,41.66666666666666,7.866666666666667,9.5,,,7.366666666666667,"['Sebastes fasciatus', 'Sebastes mentella', 'Beryx splendens', 'Phycis phycis']"
Myctophum selenops,,,,,,,
Myctophum spinosum,,,,,,,['Stenella attenuata']
Myersglanis blythii,,,,,,,
Myersina adonis,,,,,,,
Myersina crocata,,,,,,,
Myersina filifer,,,,,,,
Myersina lachneri,,,,,,,
Myersina macrostoma,,,,,,,
Myersina nigrivirgata,,,,,,,
Myersina pretoriusi,,,,,,,
Myleus pacu,,,,,,,
Myliobatis aquila,,,,,,,
Myliobatis australis,,,,,,,
Myliobatis californica,,,,,,,['Notorynchus cepedianus']
Myliobatis chilensis,,,,,,,
Myliobatis freminvillei,14280.0,,,,,5430.0,
Myliobatis goodei,,,,,,,
Myliobatis hamlyni,,,,,,,
Myliobatis longirostris,,,,,,,
Myliobatis peruvianus,,,,,,,
Myliobatis ridens,,,,,,,
Myliobatis tenuicaudatus,5090.0,,,,,626.0,
Myliobatis tobijei,,,,,,,
Mylocheilus caurinus,,,,,,,"['Mergus merganser americanus', 'Micropterus salmoides', 'Ptychocheilus oregonensis', 'Sander vitreus', 'Phoca vitulina']"
Mylochromis anaphyrmus,,,,,,,
Mylochromis balteatus,,,,,,,
Mylochromis epichorialis,,,,,,,
Mylochromis ericotaenia,,,,,,,
Mylochromis formosus,,,,,,,
Mylochromis gracilis,,,,,,,
Mylochromis guentheri,,,,,,,
Mylochromis incola,,,,,,,
Mylochromis labidodon,,,,,,,
Mylochromis lateristriga,,,,,,,
Mylochromis melanonotus,,,,,,,
Mylochromis melanotaenia,,,,,,,
Mylochromis mola,,,,,,,
Mylochromis mollis,,,,,,,
Mylochromis obtusus,,,,,,,
Mylochromis plagiotaenia,,,,,,,
Mylochromis semipalatus,,,,,,,
Mylochromis sphaerodon,,,,,,,
Mylochromis spilostichus,,,,,,,
Mylopharodon conocephalus,,,,0.5166666666666666,,,
Mylopharyngodon piceus,,,,1.025,,,
Myloplus rubripinnis,,,,,,,
Myloplus schomburgkii,,,,,,,
Mylossoma duriventre,,,,,,,
Myoxocephalus aenaeus,,,,,,,
Myoxocephalus jaok,,,,,,,
Myoxocephalus niger,,,,,,,
Myoxocephalus octodecemspinosus,,,,,148.51666666666668,,"['Seriola dumerili', 'Lophius americanus', 'Hippoglossus hippoglossus', 'Pomatomus saltatrix', 'Raja erinacea']"
Myoxocephalus polyacanthocephalus,,,,,,,
Myoxocephalus quadricornis,,,,,,,
Myoxocephalus scorpioides,,,,,,,
Myoxocephalus scorpius,205.625,29.625,34.75,,267.8,386.25,"['Mergus merganser', 'Tursiops truncatus', 'Gadus morhua', 'Phalacrocorax aristotelis', 'Phoca vitulina', 'Raja eglanteria']"
Myoxocephalus stelleri,,,,,,,
Myoxocephalus thompsonii,,,,,,,"['Lota lota', 'Salvelinus namaycush']"
Myrichthys aspetocheiros,,,,,,,
Myrichthys breviceps,,,,,,,
Myrichthys colubrinus,,,,,,,
Myrichthys maculosus,,,,,,,
Myrichthys magnificus,,,,,,,
Myrichthys ocellatus,,,,,,,
Myrichthys paleracio,,,,,,,
Myrichthys pantostigmius,,,,,,,
Myrichthys pardalis,,,,,,,
Myrichthys tigrinus,,,,,,,
Myripristis adusta,,,,,,,
Myripristis amaena,,,,,,,
Myripristis aulacodes,,,,,,,
Myripristis berndti,209.0,,,,,24.9,
Myripristis botche,,,,,,,
Myripristis chryseres,302.0,13.9,17.3,,,90.0,
Myripristis clarionensis,,,,,,,
Myripristis earlei,,,,,,,
Myripristis gildi,,,,,,,
Myripristis hexagona,,,,,,,
Myripristis jacobus,384.0,,,,,119.0,"['Aulostomus maculatus', 'Caranx latus', 'Epinephelus striatus']"
Myripristis kuntee,225.66666666666663,10.5,13.2,,,29.766666666666666,
Myripristis leiognathus,,,,,,,
Myripristis murdjan,476.75,20.0,25.1,,,209.75,
Myripristis pralinia,413.0,,,,,92.0,
Myripristis robusta,,,,,,,
Myripristis seychellensis,,,,,,,
Myripristis tiki,,,,,,,
Myripristis trachyacron,,,,,,,
Myripristis violacea,345.66666666666674,13.5,17.1,,,108.66666666666669,
Myripristis vittata,,,,,,,
Myripristis woodsi,593.0,19.5,24.7,,,225.0,
Myripristis xanthacra,,,,,,,
Myroconger compressus,,,,,,,
Myroconger nigrodentatus,,,,,,,
Myrophis anterodorsalis,,,,,,,
Myrophis microchir,,,,,,,
Myrophis platyrhynchus,,,,,,,
Myrophis plumbeus,,,,,,,
Myrophis punctatus,,,,,,,"['Lobotes surinamensis', 'Thunnus thynnus thynnus']"
Myrophis vafer,,,,,,,
Mystriophis crosnieri,,,,,,,
Mystriophis rostellatus,,,,,,,
Mystus albolineatus,,,,,,,
Mystus armatus,,,,,92.34,,
Mystus bleekeri,,,,,,,
Mystus catapogon,,,,,,,
Mystus cavasius,,,,,131.60555555555555,,
Mystus gulio,,,,,69.8,,['Channa punctata']
Mystus heoki,,,,,,,
Mystus horai,,,,,,,
Mystus indicus,,,,,,,
Mystus keletius,,,,,,,
Mystus keralai,,,,,,,
Mystus leucophasis,,,,,,,
Mystus malabaricus,,,,,,,
Mystus menoni,,,,,,,
Mystus montanus,,,,,,,
Mystus mysticetus,,,,,,,
Mystus nigriceps,,,,,,,
Mystus oculatus,,,,,,,
Mystus pelusius,,,,,,,
Mystus pulcher,,,,,,,
Mystus rufescens,,,,,,,
Mystus tengara,,,,,,,
Mystus vittatus,,,,,143.940625,,
Myxine affinis,,,,,,,
Myxine australis,,,,,,,
Myxine capensis,,,,,,,['Octopus magnificus']
Myxine circifrons,,,,,,,
Myxine glutinosa,15.7,,,,207.76666666666665,162.0,"['Gadus morhua', 'Brosme brosme', 'Phocoena phocoena', 'Gadus morhua', 'Urophycis tenuis']"
Myxine ios,,,,,,,
Myxine jespersenae,,,,,,,
Myxine mcmillanae,,,,,,,
Myxocyprinus asiaticus,,,,,,,
Myxodagnus belone,,,,,,,
Myxodagnus opercularis,,,,,,,
Myxodagnus sagitta,,,,,,,
Myxodes cristatus,,,,,,,
Myxus elongatus,,,,,,,
Naevochromis chrysogaster,,,,,,,
Nandopsis haitiensis,,,,,,,
Nandopsis ramsdeni,,,,,,,
Nandopsis tetracanthus,,,,,,,
Nandus nandus,,,,,,,
Nandus nebulosus,,,,,,,
Nangra assamensis,,,,,,,
Nangra nangra,,,,,,,
Nannacara anomala,,,,,,,
Nannaethiops unitaeniatus,,,,,,,
Nannatherina balstoni,,,,,,,
Nannobrachium achirus,,,,,,,"['Eudyptes chrysolophus', 'Dissostichus eleginoides']"
Nannobrachium atrum,43.2,10.2,11.75,,,7.85,"['Beryx decadactylus', 'Beryx splendens', 'Lagenodelphis hosei', 'Stenella longirostris']"
Nannobrachium gibbsi,,,,,,,
Nannobrachium hawaiiensis,,,,,,,
Nannobrachium lineatum,42.2,,,,,20.0,
Nannobrachium nigrum,,,,,,,
Nannobrachium phyllisae,,,,,,,
Nannobrachium regale,,,,,83.8,,
Nannobrachium ritteri,,,,,269.95000000000005,,"['Thunnus alalunga', 'Sebastes entomelas']"
Nannobrachium wisneri,,,,,,,
Nannocampus elegans,,,,,,,
Nannocampus lindemanensis,,,,,,,
Nannocampus pictus,,,,,,,
Nannocampus subosseus,,,,,,,
Nannocampus weberi,,,,,,,
Nannocharax machadoi,,,,,,,
Nannocharax macropterus,,,,,,,
Nannocharax multifasciatus,,,,,,,
Nannoperca australis,,,,,,,
Nannoperca obscura,,,,,,,
Nannoperca oxleyana,,,,,,,
Nannoperca pygmaea,,,,,,,
Nannoperca variegata,,,,,,,
Nannoperca vittata,,,,,,,['Perca fluviatilis']
Nannosalarias nativitatis,,,,,,,
Nannostomus anduzei,,,,,,,
Nannostomus beckfordi,,,,,,,
Nannostomus bifasciatus,,,,,,,
Nannostomus britskii,,,,,,,
Nannostomus digrammus,,,,,,,
Nannostomus eques,,,,,,,
Nannostomus espei,,,,,,,
Nannostomus harrisoni,,,,,,,
Nannostomus limatus,,,,,,,
Nannostomus marginatus,,,,,,,
Nannostomus marilynae,,,,,,,
Nannostomus minimus,,,,,,,
Nannostomus mortenthaleri,,,,,,,
Nannostomus nitidus,,,,,,,
Nannostomus trifasciatus,,,,,,,
Nannostomus unifasciatus,,,,,,,
Nannothrissa parva,,,,,,,
Nannothrissa stewarti,,,,,,,
Nansenia ardesiaca,,,,,,,
Nansenia candida,,,,,,,
Nansenia crassa,,,,,,,
Nansenia groenlandica,,,,,,,
Narcetes lloydi,,,,,,,
Narcetes stomias,,,,,,,
Narcine atzi,,,,,,,
Narcine baliensis,,,,,,,
Narcine bancroftii,,,,,,,
Narcine brasiliensis,,,,,,,
Narcine brevilabiata,,,,,,,
Narcine brunnea,,,,,,,
Narcine entemedor,,,,,,,
Narcine insolita,,,,,,,
Narcine leoparda,,,,,,,
Narcine lingula,,,,,,,
Narcine maculata,,,,,,,
Narcine oculifera,,,,,,,
Narcine prodorsalis,,,,,,,
Narcine rierai,,,,,,,
Narcine timlei,,,,,,,
Narcine vermiculata,,,,,,,
Narcinops lasti,,,,,,,
Narcinops nelsoni,,,,,,,
Narcinops ornata,,,,,,,
Narcinops tasmaniensis,520.0,,,,,220.0,
Narcinops westraliensis,,,,,,,
Narke capensis,,,,,,,
Narke dipterygia,,,,,,,
Narke japonica,,,,,,,['Cephaloscyllium umbratile']
Naso annulatus,,,,,,,
Naso brachycentron,,,,,,,
Naso brevirostris,635.3333333333334,26.70000000000001,29.6,,,258.3666666666667,['Thunnus obesus']
Naso caeruleacauda,,,,,,,
Naso caesius,,,,,,,
Naso elegans,,,,,,,
Naso fageni,,,,,,,
Naso hexacanthus,666.0,21.0,24.0,,,198.0,['Aprion virescens']
Naso lituratus,783.25,24.33333333333333,26.7,,,401.75,
Naso lopezi,,,,,,,
Naso maculatus,,,,,,,
Naso mcdadei,,,,,,,
Naso minor,,,,,,,
Naso reticulatus,,,,,,,
Naso thynnoides,457.0,,,,,86.0,
Naso tonganus,,,,,,,
Naso tuberosus,,,,,,,
Naso unicornis,665.0,20.5,25.5,,,340.0,['Caranx melampygus']
Naso vlamingii,1352.0,37.0,53.0,,,1220.0,
Nasolamia velox,,,,,,,
Natalichthys leptus,,,,,,,
Natalichthys ori,,,,,,,
Natalichthys sam,,,,,,,
Naucrates ductor,,,,,5718.024,,['Coryphaena hippurus']
Nautichthys oculofasciatus,,,,,,,
Nautichthys pribilovius,,,,,,,
Nautichthys robustus,,,,,,,
Navigobius vittatus,,,,,,,
Naziritor zhobensis,,,,,,,
Nealotus tripes,,,,,,,"['Coryphaena hippurus', 'Thunnus alalunga', 'Alepisaurus ferox', 'Thunnus albacares', 'Thunnus obesus']"
Neamia articycla,,,,,,,
Neamia notula,,,,,,,
Neamia octospina,,,,,,,
Neatypus obliquus,,,,,,,
Nebris microps,,,,,,,
Nebris occidentalis,,,,,,,
Nebrius ferrugineus,15160.0,,,,,32200.0,
Nectamia annularis,,,,,,,
Nectamia bandanensis,,,,,,,
Nectamia fusca,,,,,,,
Nectamia ignitops,,,,,,,
Nectamia luxuria,,,,,,,
Nectamia savayensis,92.0,,,,,13.8,
Nectamia similis,,,,,,,
Nectamia viria,,,,,,,
Nectoliparis pelagicus,,,,,,,
Nedystoma dayi,,,,,,,
Nedystoma novaeguineae,,,,,,,
Neenchelys buitendijki,,,,,,,
Neenchelys cheni,,,,,,,
Neenchelys daedalus,,,,,,,
Neenchelys diaphora,,,,,,,
Neenchelys mccoskeri,,,,,,,
Neenchelys microtretus,,,,,,,
Neenchelys parvipectoralis,,,,,,,
Neenchelys pelagica,,,,,,,
Neenchelys similis,,,,,,,
Negaprion acutidens,10070.0,,,,,1740.0,
Negaprion brevirostris,14030.0,,,1.725,98.825,14250.0,['Negaprion brevirostris']
Nelusetta ayraud,,,,,,,
Nemacheilus corica,,,,,,,
Nemacheilus fasciatus,,,,,,,
Nemacheilus masyae,,,,,,,
Nemacheilus oxianus,,,,,,,
Nemacheilus selangoricus,,,,,,,
Nemacheilus troglocataractus,,,,,,,
Nemaclinus atelestos,,,,,,,
Nemadactylus bergi,,,,,,,"['Genypterus blacodes', 'Polyprion americanus', 'Raja agassizi', 'Raja castelnui', 'Raja flavirostris', 'Squatina argentina', 'Galeorhinus vitaminicus', 'Phalacrocorax atriceps']"
Nemadactylus douglasii,,,,,,,
Nemadactylus macropterus,,,,,,,
Nemadactylus monodactylus,,,,,,,
Nemadactylus valenciennesi,,,,,,,
Nemanthias carberryi,,,,,,,
Nemapteryx armiger,,,,,,,
Nemapteryx augusta,,,,,,,
Nemapteryx bleekeri,,,,,,,
Nemapteryx caelata,,,,,,,
Nemapteryx macronotacantha,,,,,,,
Nemapteryx nenga,,,,,,,
Nematalosa arabica,,,,,,,
Nematalosa come,,,,,,,
Nematalosa erebi,,,,,,,"['Milvus migrans', 'Arius sp.', 'Lates calcarifer', 'Pelecanus conspicillatus', 'Maccullochella peelii', 'Macquaria ambigua', 'Perca fluviatilis', 'Phalacrocorax sp.', 'Argyrosomus hololepidotus', 'Haliastur sphenurus']"
Nematalosa flyensis,,,,,,,
Nematalosa galatheae,,,,,,,
Nematalosa japonica,,,,,,,"['Auxis rochei', 'Auxis thazard']"
Nematalosa nasus,,,,,,,
Nematalosa papuensis,,,,,,,
Nematalosa persara,,,,,,,
Nematalosa resticularia,,,,,,,
Nematalosa vlaminghi,,,,,,,
Nemateleotris decora,,,,,,,
Nemateleotris helfrichi,,,,,,,
Nemateleotris magnifica,,,,,,,
Nematistius pectoralis,,,,,,,
Nematobrycon lacortei,,,,,,,
Nematobrycon palmeri,,,,,,,
Nematogenys inermis,,,,,,,
Nematolebias whitei,,,,,,,
Nematops grandisquamus,,,,,,,
Nematops macrochirus,,,,,,,
Nematops microstoma,,,,,,,
Nemichthys curvirostris,,,,,,,
Nemichthys larseni,,,,,,,
Nemichthys scolopaceus,36.65000000000001,10.0,11.2,,,36.0,"['Beryx splendens', 'Allocyttus verrucosus', 'Synagrops japonicus']"
Nemipterus aurifilum,,,,,,,
Nemipterus aurora,,,,,,,
Nemipterus balinensis,,,,,,,
Nemipterus balinensoides,,,,,,,
Nemipterus bathybius,,,,,,,
Nemipterus bipunctatus,,,,,,,['Trichiurus lepturus']
Nemipterus celebicus,,,,,,,
Nemipterus furcosus,684.0,22.0,27.0,,,218.0,
Nemipterus gracilis,,,,,,,
Nemipterus hexodon,,,,,,,
Nemipterus isacanthus,,,,,,,
Nemipterus japonicus,305.0,16.5,21.0,,,122.0,"['Otolithes cuvieri', 'Trichiurus lepturus']"
Nemipterus marginatus,,,,,,,
Nemipterus mesoprion,,,,,,,['Otolithes cuvieri']
Nemipterus nematophorus,,,,,,,
Nemipterus nematopus,,,,,,,
Nemipterus nemurus,,,,,,,
Nemipterus peronii,,,,,,,
Nemipterus randalli,,,,,,,
Nemipterus tambuloides,,,,,,,
Nemipterus theodorei,,,,,,,
Nemipterus thosaporni,,,,,,,
Nemipterus virgatus,,,,,,,
Nemipterus vitiensis,,,,,,,
Nemipterus zysron,,,,,,,
Nemoossis belloci,,,,,,,
Neoachiropsetta milfordi,,,,,,,
Neoaploactis tridorsalis,,,,,,,
Neoarius berneyi,,,,,,,
Neoarius coatesi,,,,,,,
Neoarius graeffei,,,,,,,
Neoarius latirostris,,,,,,,
Neoarius leptaspis,,,,,,,"['Acrochordus arafurae', 'Scleropages jardinii', 'Lates calcarifer']"
Neoarius midgleyi,,,,,,,
Neoarius pectoralis,,,,,,,
Neoarius taylori,,,,,,,
Neoarius utarus,,,,,,,
Neoarius velutinus,,,,,,,
Neobola bottegoi,,,,,,,
Neobola fluviatilis,,,,,,,
Neobola stellae,,,,,,,
Neobythites analis,,,,,,,
Neobythites australiensis,,,,,,,
Neobythites bimaculatus,,,,,,,
Neobythites franzi,,,,,,,
Neobythites gilli,,,,,,,
Neobythites longipes,,,,,,,
Neobythites macrops,,,,,,,
Neobythites marginatus,,,,,,,
Neobythites nigriventris,,,,,,,
Neobythites pallidus,,,,,,,
Neobythites purus,,,,,,,
Neobythites sivicola,,,,,,,
Neobythites soelae,,,,,,,
Neobythites steatiticus,,,,,,,
Neobythites stefanovi,,,,,,,
Neobythites stelliferoides,,,,,,,
Neobythites unimaculatus,,,,,,,
Neocentropogon aeglefinus,,,,,,,
Neocentropogon trimaculatus,,,,,,,
Neoceratias spinifer,,,,,,,
Neoceratodus forsteri,,,,,,,
Neochanna apoda,,,,,,,
Neochanna burrowsius,,,,,68.4,,
Neochanna cleaveri,,,,,,,
Neochanna diversus,,,,,,,
Neochanna heleios,,,,,,,
Neochanna rekohua,,,,,,,
Neochelon falcipinnis,,,,,,,
Neocirrhites armatus,,,,,,,
Neoclinus blanchardi,,,,,,,
Neoclinus stephensae,,,,,,,
Neoclinus uninotatus,,,,,,,
Neoconger mucronatus,,,,,,,
Neoconger tuberculatus,,,,,,,
Neoconger vermiformis,,,,,,,
Neocyttus helgae,,,,,,,
Neocyttus psilorhynchus,,,,,,,
Neocyttus rhomboidalis,,,,,,,
Neoepinnula americana,,,,,,,
Neoepinnula orientalis,,,,,,,"['Thunnus albacares', 'Thunnus obesus']"
Neoeucirrhichthys maydelli,,,,,,,
Neoglyphidodon bonang,,,,,,,
Neoglyphidodon carlsoni,,,,,,,
Neoglyphidodon crossi,,,,,,,
Neoglyphidodon melas,,,,,95.8,,
Neoglyphidodon mitratus,,,,,,,
Neoglyphidodon nigroris,124.0,,,,71.8,47.0,
Neoglyphidodon oxyodon,,,,,,,
Neoglyphidodon polyacanthus,,,,,,,
Neoglyphidodon thoracotaeniatus,,,,,,,
Neogobius caspius,,,,,,,
Neogobius fluviatilis,,,,,,,"['Acipenser gueldenstaedtii', 'Acipenser nudiventris', 'Huso huso', 'Sander lucioperca', 'Aspius aspius', 'Perca fluviatilis', 'Sander lucioperca', 'Silurus glanis']"
Neogobius melanostomus,,,,,90.25,,"['Acipenser gueldenstaedtii', 'Huso huso', 'Phalacrocorax', 'Sander lucioperca']"
Neogobius pallasi,,,,,,,['Sander lucioperca']
Neoharriotta pinnata,,,,,,,
Neolaeops microphthalmus,,,,,,,
Neolamprologus tetracanthus,79.87692307692308,8.034545454545453,,,,12.349615384615385,
Neolebias lozii,,,,,,,
Neolebias trewavasae,,,,,,,
Neolebias trilineatus,,,,,,,
Neolebias unifasciatus,,,,,,,
Neolissochilus bovanicus,,,,,,,
Neolissochilus hexagonolepis,,,,,,,
Neomerinthe amplisquamiceps,,,,,,,
Neomerinthe erostris,,,,,,,
Neomerinthe folgori,,,,,,,
Neomerinthe hemingwayi,,,,,,,
Neomerinthe naevosa,,,,,,,
Neomerinthe procurva,,,,,,,
Neomyxine caesiovitta,,,,,,,
Neomyxus leuciscus,249.5,26.7,31.8,,,283.0,
Neonesthes capensis,,,,,,,
Neonesthes microcephalus,,,,,,,
Neoniphon argenteus,269.0,11.5,14.0,,,37.0,
Neoniphon aurolineatus,602.0,19.75,22.5,,,190.5,
Neoniphon marianus,,,,,,,
Neoniphon opercularis,612.0,22.5,26.2,,,169.0,
Neoniphon sammara,445.0,15.85,18.75,,,87.46666666666665,"['Caranx melampygus', 'Epinephelus merra']"
Neoodax balteatus,,,,,,,
Neoopisthopterus cubanus,,,,,,,
Neoopisthopterus tropicus,,,,,,,
Neopagetopsis ionah,,,,,,,['Gymnoscopelus nicholsi']
Neopataecus waterhousii,,,,,,,
Neophrynichthys latus,,,,,,,
Neopomacentrus aktites,,,,,,,
Neopomacentrus anabatoides,,,,,,,
Neopomacentrus aquadulcis,,,,,,,
Neopomacentrus azysron,,,,,426.15,,['Synodus englemani']
Neopomacentrus bankieri,,,,,801.0,,
Neopomacentrus cyanomos,100.0,8.0,10.7,,599.3,15.0,
Neopomacentrus fallax,,,,,,,
Neopomacentrus filamentosus,,,,,,,
Neopomacentrus fuliginosus,,,,,,,
Neopomacentrus metallicus,,,,,,,
Neopomacentrus miryae,144.0,10.7,12.5,,,33.0,
Neopomacentrus nemurus,,,,,,,
Neopomacentrus sindensis,,,,,,,
Neopomacentrus sororius,,,,,,,
Neopomacentrus taeniurus,,,,,,,
Neopomacentrus violascens,,,,,,,
Neopomacentrus xanthurus,,,,,,,
Neoraja africana,,,,,,,
Neoraja caerulea,,,,,,,
Neoraja carolinensis,,,,,,,
Neoraja iberica,,,,,,,
Neoraja stehmanni,,,,,,,
Neosalanx reganius,,,,,,,
Neosalanx tangkahkeii,,,,,,,
Neoscombrops cynodon,,,,,,,
Neoscopelus macrolepidotus,,,,,,,['Merluccius albidus']
Neoscopelus microchir,,,,,,,
Neoscopelus porosus,,,,,,,
Neoscorpaena nielseni,,,,,,,
Neoscorpis lithophilus,,,,,,,['Carcharhinus limbatus']
Neosebastes bougainvillii,,,,,,,
Neosebastes capricornis,,,,,,,
Neosebastes entaxis,,,,,,,
Neosebastes incisipinnis,,,,,,,
Neosebastes johnsoni,,,,,,,
Neosebastes longirostris,,,,,,,
Neosebastes multisquamus,,,,,,,
Neosebastes nigropunctatus,,,,,,,
Neosebastes occidentalis,,,,,,,
Neosebastes pandus,,,,,,,
Neosebastes scorpaenoides,,,,,,,
Neosebastes thetidis,,,,,,,
Neosiluroides cooperensis,,,,,,,
Neosilurus ater,,,,,,,"['Scleropages jardinii', 'Lates calcarifer']"
Neosilurus brevidorsalis,,,,,,,
Neosilurus equinus,,,,,,,
Neosilurus gjellerupi,,,,,,,
Neosilurus gloveri,,,,,,,
Neosilurus hyrtlii,,,,,,,['Acrochordus arafurae']
Neosilurus idenburgi,,,,,,,
Neosilurus mollespiculum,,,,,,,
Neosilurus novaeguineae,,,,,,,
Neosilurus pseudospinosus,,,,,,,
Neostethus thessa,,,,,,,
Neosynchiropus ijimae,,,,,,,
Neosynchiropus ocellatus,,,,,,,
Neotrygon annotata,,,,,,,
Neotrygon australiae,,,,,,,
Neotrygon caeruleopunctata,,,,,,,
Neotrygon kuhlii,10830.0,,,,,1370.0,['Orcinus orca']
Neotrygon leylandi,,,,,,,
Neotrygon orientale,,,,,,,
Neotrygon picta,,,,,,,
Neovespicula depressifrons,,,,,,,
Neozoarces pulcher,,,,,,,
Nerophis lumbriciformis,3.4,,,,,1.3,
Nerophis ophidion,,,,,,,
Nes longus,,,,,,,
Nesiarchus nasutus,,,,,,,"['Lagenodelphis hosei', 'Merluccius albidus', 'Thunnus albacares']"
Nesogobius hinsbyi,,,,,,,
Nesogobius pulchellus,,,,,,,
Nessorhamphus danae,,,,,,,
Nessorhamphus ingolfianus,,,,,,,
Nettastoma melanura,,,,,,,['Merluccius merluccius']
Nettastoma parviceps,,,,,,,
Nettastoma solitarium,,,,,,,
Nettenchelys gephyra,,,,,,,
Nettenchelys pygmaea,,,,,,,
Nettorhamphos radula,,,,,,,
Netuma bilineata,,,,,,,
Netuma proxima,,,,,,,
Netuma thalassina,,,,,,,
Nexilosus latifrons,,,,,,,
Nezumia aequalis,120.56666666666666,,,,,33.333333333333336,"['Merluccius capensis', 'Merluccius paradoxus', 'Merluccius albidus']"
Nezumia atlantica,,,,,,,
Nezumia bairdii,,,,,,,['Xiphias gladius']
Nezumia brevibarbata,,,,,,,
Nezumia coheni,,,,,,,
Nezumia condylura,,,,,,,
Nezumia convergens,,,,,,,
Nezumia duodecim,,,,,,,
Nezumia kapala,,,,,,,
Nezumia kensmithi,,,,,,,
Nezumia latirostrata,,,,,,,
Nezumia leucoura,,,,,,,
Nezumia liolepis,,,,,,,
Nezumia longebarbata,,,,,,,
Nezumia loricata,,,,,,,
Nezumia merretti,,,,,,,
Nezumia micronychodon,,,,,,,
Nezumia milleri,,,,,,,
Nezumia namatahi,,,,,,,
Nezumia orbitalis,,,,,,,
Nezumia parini,,,,,,,
Nezumia propinqua,,,,,,,
Nezumia proxima,,,,,,,
Nezumia pudens,,,,,,,
Nezumia pulchella,,,,,,,
Nezumia sclerorhynchus,,,,,,,
Nezumia shinoharai,,,,,,,
Nezumia soela,,,,,,,
Nezumia spinosa,,,,,,,
Nezumia stelgidolepis,,,,,,,
Nezumia wularnia,,,,,,,
Nibea albiflora,,,,,,,['Paralichthys olivaceus']
Nibea chui,,,,,,,
Nibea leptolepis,,,,,,,
Nibea maculata,,,,,,,
Nibea microgenys,,,,,,,
Nibea mitsukurii,,,,,,,
Nibea semifasciata,,,,,,,
Nibea soldado,,,,,,,
Nibea squamosa,,,,,,,
Nicholsina collettei,,,,,,,
Nicholsina denticulata,,,,,,,
Nicholsina usta,,,,,,,
Nielsenichthys pullus,,,,,,,
Nimbapanchax jeanpoli,,,,,,,
Nimbochromis fuscotaeniatus,,,,,,,
Nimbochromis polystigma,,,,,,,
Nimbochromis venustus,,,,,167.95999999999995,,
Niphon spinosus,,,,,,,
Nipponocypris temminckii,,,,,,,
Nocomis asper,,,,,,,
Nocomis biguttatus,,,,,,,
Nocomis effusus,,,,,,,
Nocomis leptocephalus,,,,,,,
Nocomis micropogon,,,,,,,
Nocomis platyrhynchus,,,,,,,
Nocomis raneyi,,,,,,,
Nomeus gronovii,,,,,,,['Sterna fuscata']
Nomorhamphus celebensis,,,,,,,
Norfolkia brachylepis,,,,,,,
Norfolkia leeuwin,,,,,,,
Norfolkia squamiceps,,,,,,,
Norfolkia thomasi,,,,,,,
Normanichthys crockeri,,,,,,,"['Trachurus symmetricus', 'Merluccius gayi gayi', 'Merluccius gayi peruanus', 'Pinguipes chilensis', 'Normanichthys crockeri']"
Normichthys operosus,,,,,,,
Nosferatu bartoni,,,,,,,
Nosferatu labridens,,,,,,,
Nosferatu molango,,,,,,,
Nosferatu pantostictus,,,,,,,
Nosferatu pratinus,,,,,,,
Nosferatu steindachneri,,,,,,,
Notacanthus bonaparte,143.33333333333334,,,,,114.0,
Notacanthus chemnitzii,812.0,102.0,,,,4500.0,
Notacanthus sexspinis,,,,,,,['Helicolenus percoides']
Notarius bonillai,,,,,,,
Notarius grandicassis,,,,,,,
Notarius kessleri,,,,,,,
Notarius lentiginosus,,,,,,,
Notarius neogranatensis,,,,,,,
Notarius osculus,,,,,,,
Notarius planiceps,,,,,,,
Notarius troschelii,,,,,,,
