Body weight (W; g),Brain weight (B; mg),Encephalization coefficients,Encephalization coefficients 2,SL (cm),TL (cm),Ref,name
0.48571428571428577,9.257142857142856,19.47142857142857,,3.375,3.875,,Pungitius pungitius
8.48,58.0,6.84,,,,36657.0,Pygocentrus nattereri
302.2,370.0,2.4515000000000002,,16.0,12.3,11740.0,Pygoplites diacanthus
1805.0,3028.0,1.68,,,,118717.0,Raja asterias
5500.0,4534.0,0.824,,,,118717.0,Raja brachyura
6486.5,5516.5,0.8525,,,,118717.0,Raja clavata
1900.0,2222.0,1.17,,,,118717.0,Raja microocellata
4300.0,6089.0,1.42,,,,118717.0,Raja undulata
1450.0,1458.0,1.01,,,,118717.0,Rajella fyllae
165.0,612.0,3.71,,21.0,24.8,,Rastrelliger kanagurta
0.5733333333333334,3.456666666666667,9.063333333333334,,,4.9,11344.0,Redigobius bikolanus
0.538,5.006,10.986,,,4.2,11344.0,Redigobius dewaali
1.74,6.04,3.47,,,5.0,11344.0,Redigobius macrostoma
18.7,84.3,4.51,,,,117407.0,Reganochromis calliurus
50.0,328.0,6.56,,23.4,25.7,,Rexea prometheoides
1.3,14.6,11.2,,,,,Rhabdoblennius snowi
58.54,222.8,6.845999999999999,,11.466666666666667,13.75,,Rhabdosargus sarba
1388115.0,35435.0,0.025500000000000002,,,622.25,117390.0,Rhincodon typus
224.33333333333334,419.6666666666667,1.9566666666666668,,19.0,21.9,104901.0,Rhinecanthus aculeatus
160.5,531.5,3.305,,16.45,18.4,,Rhinecanthus rectangulus
2975.0,2250.0,0.756,,,,118717.0,Rhinochimaera pacifica
2.925,11.5,5.18,,,7.0,11344.0,Rhinogobius flumineus
11.65,15.35,1.32,,,10.0,11344.0,Rhinogobius giurinus
3375.0,13225.0,3.92,,,,118717.0,Rhizoprionodon acutus
3750.0,7180.0,1.92,,,,27579.0,Rhizoprionodon porosus
202.0,650.0,3.22,,,,117297.0,Rhomboplites aurorubens
117.35,129.35,1.3825,,,18.45,11344.0,Rhyacichthys aspro
1100.0,1660.0,1.51,,,,,Rostroraja eglanteria
9.45,56.5,6.0,,8.0,9.7,104901.0,Salarias fasciatus
3981.0,1048.8,0.5056,,,,117297.0,Salmo salar
292.0,570.0,1.95,,,,117297.0,Salmo trutta
445.0,578.3333333333334,1.5753333333333333,,,,117297.0,Salvelinus fontinalis
2870.0,1278.0,0.4505,,,,117297.0,Salvelinus namaycush
160.0,354.0,2.21,,22.0,26.0,,Sardina pilchardus
52.3,195.0,3.73,,,,118717.0,Sardinops sagax
111.15,363.5,8.605,,,,,Sargocentron caudimaculatum
36.075,215.25,7.004999999999999,,10.866666666666667,11.05,104901.0,Sargocentron diadema
52.6,322.5,6.255,,13.7,16.5,104901.0,Sargocentron microstoma
63.015,299.75,4.96,,,,104901.0,Sargocentron punctatissimum
60.0,287.0,4.78,,,,,Sargocentron rubrum
507.5,653.1666666666666,2.406333333333334,,,,104901.0,Sargocentron spiniferum
191.66666666666666,520.3333333333334,2.74,,20.6,25.25,104901.0,Sargocentron tiere
34.1,252.0,7.39,,,,,Sargocentron xantherythrum
42.3,67.0,3.985,,6.8,7.7,,Saurida gracilis
48.7,71.0,1.46,,16.5,19.5,,Saurida undosquamis
510.0,246.5,0.483,,,,,Scaphirhynchus platorynchus
8.866666666666667,36.28333333333333,6.09,,,14.25,11344.0,Scartelaos histophorus
208.95,372.75,2.3225000000000002,,17.833333333333332,20.066666666666666,,Scarus dubius
962.5,675.5,0.7364999999999999,,31.75,37.0,,Scarus ferrugineus
395.0,455.0,1.15,,,,,Scarus frenatus
2095.0,846.0,0.404,,,,,Scarus ghobban
685.0,738.5,1.08,,27.5,34.2,,Scarus globiceps
337.5,518.5,1.5750000000000002,,20.9,25.35,,Scarus niger
208.5,347.5,1.695,,18.0,20.8,,Scarus oviceps
1060.0,686.0,0.647,,,,,Scarus prasiognathos
513.6666666666666,570.6666666666666,1.1613333333333333,,26.75,32.1,,Scarus psittacus
220.0,368.0,1.67,,,,,Scarus rivulatus
1097.0,837.5,0.79,,37.0,47.0,104901.0,Scarus rubroviolaceus
44.65,142.0,3.21,,10.0,12.5,65872.0,Scarus taeniopterus
137.0,241.66666666666666,3.3400000000000003,,10.2,11.95,,Scatophagus argus
1455.0,348.0,0.275,,47.0,55.0,,Schedophilus medusophagus
12.4,283.0,23.25,,,,25180.5,Scleropages formosus
13.960000000000003,228.4,18.259999999999998,,10.5,12.3,21355.0,Scleropages jardinii
125.0,457.0,3.66,,15.5,19.0,,Scolopsis bilineata
47.0,251.0,5.34,,12.0,14.6,,Scolopsis ciliata
78.2,325.0,4.16,,14.5,,,Scolopsis frenata
29.5,156.0,5.29,,9.5,11.5,,Scolopsis vosmeri
318.34615384615387,733.6153846153846,2.7038461538461536,,28.307692307692307,28.54545454545455,,Scomber scombrus
364.0,842.0,4.1450000000000005,,31.5,36.75,,Scomberoides tol
3500.0,1542.0,0.441,,,,,Scomberomorus commerson
1111.0,1125.0,0.9735,,,,117297.0,Scomberomorus maculatus
2430.0,2180.0,0.897,,,,117297.0,Scomberomorus regalis
190.0,132.0,0.695,,,,104901.0,Scorpaena plumieri
117.83333333333333,109.95238095238095,1.171761904761905,,13.157894736842104,18.355555555555554,,Scorpaena porcus
293.75,138.75,0.601,,19.650000000000002,24.525,,Scorpaena scrofa
11.5,44.0,3.83,,7.1,8.6,,Scorpaenodes guamensis
0.9,7.1,7.89,,,,,Scorpaenodes kelloggi
23.0,50.5,2.785,,8.0,9.5,,Scorpaenodes parvipinnis
278.5,142.0,0.509,,18.45,21.9,,Scorpaenopsis diabolus
340.0,709.0,2.09,,,,,Scorpis aequipinnis
285.0,690.0,1.21,,,,27579.0,Scyliorhinus canicula
3250.0,2850.0,0.877,,,,118717.0,Scyliorhinus stellaris
2590.0,5023.0,1.94,,,,118717.0,Scymnodon ringens
9.4,47.5,5.205,,,,,Sebastapistes cyanostigma
0.0,0.0,0.0,,,,,Sebastes alutus
1750.0,1062.0,0.607,,,,,Sebastes mentella
845.6666666666666,437.73333333333335,1.7082666666666668,,27.4,31.4,,Sebastes norvegicus
395.0,447.0,1.291,,,,,Sebastes viviparus
187.0,816.0,4.286666666666666,,23.099999999999998,25.666666666666668,,Selar crumenophthalmus
134.0,452.75,6.7299999999999995,,,,,Selaroides leptolepis
200.0,349.0,1.75,,19.5,22.0,,Selenotoca multifasciata
5200.0,3475.5,0.7025,,68.0,79.0,,Seriola rivoliana
5600.0,2554.0,0.456,,63.0,77.5,,Seriolina nigrofasciata
21.162499999999998,119.75,6.199375,,10.415384615384616,12.16153846153846,,Serranus cabrilla
21.25,130.0,6.235,,10.75,12.25,,Serranus hepatus
29.5,115.0,3.9,,11.6,13.7,,Serranus scriba
103.5,29.8,0.303,,,,,Serrivomer beanii
7.9,12.25,2.17,,,10.5,11344.0,Sicydium brevifile
26.1,31.1,1.19,,,12.5,11344.0,Sicydium salvini
3.216666666666667,9.4,7.316666666666666,,,8.45,11344.0,Sicyopterus lagocephalus
4.9399999999999995,18.419999999999998,3.814,,,7.2,11344.0,Sicyopterus pugnans
311.0,463.0,1.5566666666666666,,25.5,30.25,104901.0,Siganus argenteus
210.0,347.0,1.65,,19.5,24.5,,Siganus canaliculatus
110.0,437.0,3.97,,16.0,20.8,,Siganus doliatus
391.0,435.0,1.11,,,,,Siganus luridus
75.0,334.0,4.45,,14.5,19.0,,Siganus puellus
169.0,372.0,2.2,,17.0,21.0,,Siganus punctatus
78.4,182.5,4.035,,9.2,10.8,,Siganus rivulatus
41.8,223.0,5.380000000000001,,12.4,14.7,104901.0,Siganus spinus
154.0,377.0,2.45,,17.5,21.2,,Siganus vulpinus
30.5,16.0,0.525,,,,,Sigmops bathyphilus
35.6,35.25,1.2825,,,,,Sigmops elongatus
1.23,9.09,7.39,,,5.0,11344.0,Silhouettea aegyptia
60.0,256.0,4.27,,17.0,19.9,,Sillago maculata
91.0,244.0,2.68,,,,,Simenchelys parasitica
29.43846153846154,183.84615384615384,6.516153846153846,,,,117407.0,Simochromis diagramma
280000.0,10290.0,0.037,,,,27579.0,Somniosus microcephalus
237.0,432.0,1.82,,,,104901.0,Sparisoma aurofrenatum
621.0,544.0,0.876,,,,104901.0,Sparisoma viride
2.7900000000000005,38.5125,14.175,,5.95,,117829.0,Spathodus erythrodon
4.448333333333334,44.974999999999994,10.515833333333333,,6.716666666666666,,117829.0,Spathodus marlieri
6181.2,4391.0,0.731,,72.0,80.5,117297.0,Sphyraena barracuda
11.6,105.0,9.1,,,,,Sphyraena chrysotaenia
735.0,1147.5,1.895,,54.0,62.5,,Sphyraena forsteri
373.5,769.5,2.0599999999999996,,39.5,43.0,,Sphyraena jello
37.7,187.0,4.96,,17.3,20.0,,Sphyraena obtusata
40355.0,53455.0,1.48,,,,72485.5,Sphyrna lewini
148500.0,99140.0,0.668,,,,117388.0,Sphyrna mokarran
63500.0,63630.0,1.0,,,,117392.0,Sphyrna zygaena
72.97692307692309,266.61538461538464,5.160769230769232,,14.015384615384617,16.284615384615385,,Spicara maena
1.435294117647059,20.529411764705884,15.49705882352941,,8.019354838709674,8.793548387096775,,Spinachia spinachia
1499.0,1204.0,0.803,,38.5,42.4,,Spondyliosoma cantharus
1.5,13.333333333333334,9.206666666666667,,5.033333333333333,5.633333333333333,,Spratelloides delicatulus
15.5,98.0,6.25,,12.55,16.5,,Sprattus sprattus
60.0,440.0,7.33,,,,27579.0,Squaliolus laticaudus
2590.0,3115.0,1.6655000000000002,,,,72485.5,Squalus acanthias
3980.0,4960.0,1.25,,,,118717.0,Squalus griffini
420.0,2240.0,5.33,,,,117392.0,Squalus megalops
1115.0,3270.0,2.93,,,,118717.0,Squalus melanurus
6000.0,2060.0,0.343,,,,27579.0,Squatina squatina
5.65,78.0,13.8,,,,36657.0,Steatogenys duidae
12.0,93.0,7.78,,,,36657.0,Steatogenys elegans
32.3,163.0,5.0,,,,26843.0,Stegastes fuscus
21.7,107.5,5.395,,,,104901.0,Stegastes nigricans
3.5333333333333337,23.73333333333333,7.693333333333334,,,8.5,,Stenobrachius leucopsarus
17.966666666666665,20.583333333333332,1.7770000000000001,,,16.5,11344.0,Stenogobius genivittatus
12.2,131.0,10.8,,,,36657.0,Sternarchella orthos
32.8,258.0,7.87,,,,36657.0,Sternarchella sima
22.1,208.0,9.4,,,,36657.0,Sternarchorhamphus muelleri
13.0,179.0,13.8,,,,36657.0,Sternarchorhynchus curvirostris
0.8,16.3,20.4,,,,,Stethojulis balteata
26.0,154.0,5.92,,10.5,12.0,,Stethojulis bandanensis
6.25,47.85,7.68,,7.0,8.2,,Stethojulis interrupta
6.55,46.35,12.125,,6.5,5.3,,Stethojulis strigiventer
0.9772727272727273,6.318181818181818,8.284545454545455,,,5.1,11344.0,Stiphodon elegans
9.166666666666666,49.333333333333336,5.743333333333332,,8.0,9.5,,Stolephorus commersonnii
1.9633333333333332,48.13333333333333,24.566666666666663,,,,117394.0,Stomatorhinus ivindoensis
31.25,16.35,0.6152500000000001,,,,,Stomias boa+ferox
41.75,110.5,4.29,,34.0,37.0,,Strongylura strongylura
2.9,35.0,12.1,,6.0,7.1,,Suezichthys gracilis
177.0,377.0,2.13,,,,,Sufflamen albicaudatum
85.55,356.0,4.33,,15.0,17.2,104901.0,Sufflamen bursa
287.75,321.75,2.69125,,13.65,15.649999999999999,104901.0,Sufflamen chrysopterum
410.0,717.5,1.76,,22.6,25.5,,Sufflamen fraenatum
17.225,30.6,1.9574999999999998,,,11.65,11344.0,Sufflogobius bibarbatus
33.0,168.0,4.98,,11.3,12.8,,Symphodus bailloni
22.88181818181818,112.54545454545455,5.094545454545455,,9.333333333333334,11.11111111111111,,Symphodus mediterraneus
27.24749999999999,114.64000000000001,7.0845,,9.541666666666668,11.227777777777781,,Symphodus melops
25.5,151.0,5.92,,9.7,11.4,,Symphodus ocellatus
12.0,115.0,9.6,,,,,Symphodus rostratus
77.24285714285715,234.28571428571428,5.061428571428571,,15.7,18.580000000000002,,Symphodus tinca
1100.0,870.0,0.79,,,,,Synanceia verrucosa
19.416666666666668,57.1,5.978333333333333,,37.0,29.6,,Synaphobranchus kaupii
5.247,23.1,4.470000000000001,,,,118717.0,Syngnathoides biaculeatus
0.329,3.2399999999999998,10.186,,,,118717.0,Syngnathus abaster
11.169999999999998,20.07,2.3810000000000002,,24.744444444444444,25.533333333333335,,Syngnathus acus
3.390666666666666,8.643333333333333,2.6093333333333337,,,,118717.0,Syngnathus schlegeli
7.2700000000000005,14.37,2.697,,,24.45,,Syngnathus typhle
3.9,34.0,8.72,,7.2,8.5,,Synodus binotatus
291.0,230.0,0.79,,27.5,31.0,,Synodus dermatogenys
245.0,224.0,0.914,,,,,Synodus indicus
45.0,111.0,2.47,,15.2,17.2,,Synodus saurus
69.65,129.75,2.4625,,17.133333333333333,19.133333333333336,104901.0,Synodus variegatus
5.7,49.0,8.825,,5.6,7.35,,Taeniamia fucata
5.5,29.0,5.27,,,,,Taenianotus triacanthus
42.13333333333333,21.46666666666667,1.9673333333333334,,,30.0,11344.0,Taenioides cirratus
0.49,2.216666666666667,5.266666666666667,,,6.5,11344.0,Taenioides limicola
336.5,5017.0,14.850000000000001,,,,118717.0,Taeniura lymma
2.1950000000000003,40.6875,19.0875,,5.375,,117829.0,Tanganicodus irsacae
0.8999999999999999,7.575,9.370000000000001,,,,,Tarletonbeania crenularis
16.126027397260273,61.821917808219176,6.488356164383562,,,,,Taurulus bubalis
5.0,37.0,7.4,,,,,Teixeirichthys jordani
5.463749999999998,40.591666666666676,8.042083333333336,,5.481,,117730.75,Telmatochromis temporalis
295.0,435.0,1.48,,24.0,28.0,,Terapon jarbua
12.5,122.0,9.75,,8.899999999999999,10.7,,Terapon puta
2.53,9.2,3.64,,,,118521.0,Tetrapleurodon geminis
21840.0,2500.0,0.114,,,,101297.0,Tetrapturus angustirostris
110.0,187.0,1.7,,,,,Tetrosomus gibbosus
26.2,171.0,6.53,,11.5,14.0,,Thalassoma amblycephalum
15.2,102.0,6.7,,,,26843.0,Thalassoma bifasciatum
112.33333333333333,310.6666666666667,3.573333333333333,,16.233333333333334,20.633333333333333,,Thalassoma duperrey
19.1,160.0,8.38,,8.9,,,Thalassoma hebraicum
77.0,265.0,3.44,,14.2,19.0,,Thalassoma jansenii
21.5,119.7,6.973333333333334,,8.25,9.5,,Thalassoma lunare
40.7,176.2,9.225999999999999,,11.4,14.6,,Thalassoma lutescens
17.6,136.9,10.09,,9.05,10.2,,Thalassoma quinquevittatum
44.0,197.0,4.48,,,,,Thalassoma rueppellii
10.0,77.0,7.7,,9.1,11.1,,Thryssa kammalensis
18.0,65.0,3.61,,10.9,13.0,,Thryssa polybranchialis
7173.333333333333,3971.0,0.8855,,67.58333333333333,78.5,,Thunnus albacares
5210.0,3090.0,0.593,,,,117297.0,Thunnus thynnus
710.0,735.0,1.04,,62.5,69.8,,Thyrsitoides marleyi
1239.3846153846155,1187.1153846153845,1.9489615384615382,,,,118717.0,Torpedo marmorata
345.0,780.0,2.26,,,,117297.0,Torpedo torpedo
48.0,153.0,3.19,,,,,Torquigener flavimaculosus
93.0,115.0,1.29,,18.1,20.75,,Trachinocephalus myops
8504.0,3080.0,0.362,,,,117297.0,Trachinotus ovatus
173.9,220.6,1.5106,,25.22,29.639999999999997,,Trachinus draco
22.0,130.0,5.91,,,,,Trachurus novaezelandiae
292.4,798.2,3.316,,19.025,21.45,,Trachurus trachurus
4.02,4.466666666666667,1.6936666666666664,,,,118717.0,Trachyrhamphus serratus
304.9166666666667,320.5,2.4576666666666664,,,,,Trachyrincus scabrus
2087.1428571428573,226.0,0.13014285714285714,,,,,Trachyscorpia cristulata+echinata
117.0,266.0,2.28,,,,,Tragulichthys jaculiferus
9.4,37.5,4.05,,,,117407.0,Trematocara macrostoma
3.6,34.0,9.4,,,,118717.0,Trematocara stigmaticum
20.21,61.980000000000004,3.3260000000000005,,,,117407.0,Trematocara unimaculatum
164.0,295.3333333333333,1.9866666666666664,,18.5,22.0,,Triacanthus biaculeatus
16300.0,15360.0,0.942,,,,117392.0,Triaenodon obesus
170.0,261.5,1.595,,57.3,,,Trichiurus lepturus
9.0,21.580000000000002,2.5900000000000003,,,7.7,11344.0,Tridentiger obscurus
3.3000000000000003,11.271428571428572,12.620000000000001,,,6.65,11344.0,Tridentiger trigonocephalus
320.0,354.0,1.11,,30.0,35.0,,Trigla lyra
5.975384615384616,45.33846153846154,7.859230769230769,,7.749999999999999,,117796.53846153847,Triglachromis otostigma
40.0,158.66666666666666,4.78,,14.066666666666668,15.833333333333334,,Triglops murrayi
0.195,1.97,10.1,,,2.5,11344.0,Trimma avidori
1.02,5.6,5.49,,,4.0,11344.0,Trimma mendelssohni
0.23333333333333336,2.683333333333333,13.366666666666667,,,2.7,11344.0,Trimma okinawae
0.21250000000000002,3.075,14.45,,,2.5,11344.0,Trimma striatum
41.5,228.25,7.1975,,,,,Trisopterus esmarkii
169.11153846153846,348.34615384615387,5.107692307692308,,,,,Trisopterus luscus
71.825,301.75,4.869999999999999,,,,,Trisopterus minutus
14.962499999999999,133.875,9.03125,,9.3,,117829.0,Tropheus brichardi
16.54695652173913,108.51304347826088,7.663043478260871,,7.85,,117553.78260869565,Tropheus moorii
1100.0,3564.0,3.24,,,,118717.0,Trygonoptera testacea
24.25,15.1,0.8418333333333333,,,16.880000000000003,11344.0,Trypauchen vagina
1.4133333333333333,3.1733333333333333,2.3233333333333333,,,6.5,11344.0,Trypauchenichthys sumatrensis
12.114285714285714,113.72142857142856,9.785714285714288,,,,117407.0,Tylochromis polylepis
1305.5,561.5,1.2570000000000001,,81.0,92.0,,Tylosurus crocodilus
4.11,19.75,5.1674999999999995,,6.15,,36657.0,Umbra krameri
29.0,183.0,6.31,,,,,Upeneus asymmetricus
18.0,102.0,5.67,,,,,Upeneus sulphureus
213.0,520.0,2.44,,23.0,26.0,,Upeneus taeniopterus
43.699999999999996,203.0,4.726666666666667,,12.85,15.65,,Upeneus tragula
104.0,514.0,4.94,,17.4,20.5,,Upeneus vittatus
706.0,2450.0,3.47,,,,118717.0,Urolophus cruciatus
19.066666666666666,39.0,3.116666666666667,,,11.466666666666667,11344.0,Valenciennea puellaris
10.642857142857142,25.942857142857143,6.39,,,11.15,11344.0,Valenciennea sexguttata
7.6,50.0,6.58,,,,104901.0,Valenciennea strigata
7.877777777777778,75.01111111111112,9.850000000000001,,,,117407.0,Variabilichromis moorii
297.0,454.3333333333333,1.6166666666666665,,28.9,29.35,,Variola louti
0.19,1.5699999999999998,8.3,,,2.5,11344.0,Xenisthmus polyzonatus
27.933333333333334,64.4,2.3666666666666667,,15.583333333333334,17.16,,Xenodermichthys copei
4.847333333333333,70.54400000000001,17.952,,,,117394.0,Xenomystus nigri
15.2,124.0,8.14,,,,117407.0,Xenotilapia boulengeri
4.74,45.55,11.78111111111111,,5.999999999999999,,117594.55555555556,Xenotilapia flavipinnis
18.90086956521739,95.78260869565217,5.620869565217391,,14.75,,117553.78260869565,Xenotilapia melanogenys
7.3109090909090915,64.68181818181819,8.882727272727273,,9.25,,117867.36363636363,Xenotilapia ochrogenys
3.933333333333333,42.333333333333336,10.883333333333335,,7.300000000000001,,118251.0,Xenotilapia ornatipinnis
6.18923076923077,58.376923076923084,9.580769230769231,,8.233333333333334,,117796.53846153847,Xenotilapia spiloptera
8800.0,1930.0,0.219,,,,101297.0,Xiphias gladius
169.5,222.0,1.32,,,,,Zanclorhynchus spinifer
161.2,550.2,3.628,,14.866666666666665,17.400000000000002,104901.0,Zanclus cornutus
79.25,264.75,3.9724999999999997,,12.575000000000001,14.75,,Zebrasoma flavescens
57.849999999999994,248.0,4.845,,11.5,14.0,,Zebrasoma scopas
448.75,539.25,1.57425,,20.924999999999997,26.0,,Zebrasoma velifer
75.0,174.0,2.32,,,,,Zebrasoma xanthurum
1217.0,430.0,0.5755999999999999,,31.660000000000004,38.160000000000004,,Zeus faber
